siteid,spid,x,y,occ,group,bc01,bc04,bc05,bc06,bc12,bc15,bc17,bc20,bc31,bc33,slope,topo,tri
10987,tgb,327505,8182612,0,bird,24.4,0.79,31,16.6,2351,94,118,18.6,46,0.24,1.04E+01,100,129.5878
10988,tgb,357995,8147795,0,bird,24.5,0.79,31.2,16.7,1914,98,87,18.9,55,0.18,2.77E+00,3,97.4269
10989,tgb,360213,8134685,0,bird,24.4,0.81,31.3,16.2,1958,98,91,18.9,54,0.19,0.00E+00,50,23.28089
10990,tgb,363563,8129175,0,bird,24.2,0.82,31.2,16,2055,96,100,18.8,50,0.21,6.35E+00,0,594.4745
10139,tgb,350517,8076678,0,bird,19.8,0.97,28.6,10.4,1955,75,148,18.7,27,0.49,0.00E+00,50,75.25291
10991,tgb,368503,8120016,0,bird,24.3,0.82,31.3,16.1,2114,96,100,18.8,50,0.21,0.00E+00,50,0
10992,tgb,338892,8090482,0,bird,19.9,0.98,29,10.1,1311,91,68,19.4,48,0.21,8.03E+00,0,305.7172
10993,tgb,345981,8078732,0,bird,19.7,0.97,28.6,10.2,1765,77,128,18.8,30,0.43,1.02E+00,93,120.6855
10994,tgb,337497,8072733,0,bird,18.1,1.01,27.2,8.900001,2082,75,163,18.5,19,0.63,9.84E+00,68,298.1979
10995,tgb,397553,8053516,0,bird,23.4,0.89,30.7,14.9,3362,77,247,17.9,18,0.65,0.00E+00,50,1
10996,tgb,401908,8042719,0,bird,23.4,0.9,30.7,14.9,3335,78,242,17.9,18,0.65,0.00E+00,50,1
10997,tgb,404686,8041104,0,bird,23.5,0.9,30.7,15,3301,78,236,17.9,19,0.64,1.58E+00,58,55.74944
10998,tgb,396692,8037529,0,bird,23.5,0.91,30.9,14.7,3384,77,254,17.9,17,0.67,0.00E+00,50,0
10999,tgb,394140,8029985,0,bird,23.5,0.92,31,14.5,3452,76,266,17.9,16,0.7,7.90E-01,0,35.27039
11000,tgb,381907,8007785,0,bird,23.8,0.95,31.7,14,2888,83,207,18.1,22,0.57,1.97E-01,86,6.855655
10140,tgb,352117,8076677,0,bird,19.7,0.97,28.5,10.4,2080,74,163,18.6,24,0.54,1.53E+01,95,420.0643
11001,tgb,374742,7992525,0,bird,23.5,0.98,31.7,13.4,2091,95,107,18.7,37,0.34,4.65E-01,0,775.6243
11002,tgb,378873,7987354,0,bird,22.3,1,30.6,12.4,1949,91,125,18.8,34,0.39,2.93E+01,54,1302.474
11003,tgb,382143,7987031,0,bird,23.6,0.97,31.7,13.6,2038,97,95,18.8,41,0.3,1.24E+01,100,697.598
11004,tgb,384332,7980627,0,bird,23.7,0.98,31.7,13.7,1971,99,90,18.8,43,0.27,3.20E+00,28,104.0769
11005,tgb,421640,7970581,0,bird,18.4,1.04,26.8,10.3,3505,79,288,17.8,3,0.95,2.21E+01,97,1998.78
11006,tgb,422497,7970166,0,bird,17.9,1.04,26.4,9.900001,3705,78,311,17.7,1,0.98,1.46E+01,100,3682.584
11008,tgb,421239,7969725,0,bird,20.2,1,28.3,11.8,2796,86,204,18.2,16,0.69,4.40E+01,0,1834.827
11009,tgb,424292,7964097,0,bird,19.8,1.01,27.9,11.4,2893,85,213,18.1,13,0.74,9.78E+00,100,1618.559
11010,tgb,425316,7963328,0,bird,20.5,1,28.5,12,2681,88,186,18.3,19,0.62,4.20E+01,53,1039.938
11011,tgb,425353,7962987,0,bird,20.5,1,28.5,12,2673,88,185,18.3,19,0.62,3.09E+01,21,1483.383
10027,tgb,315452,8174217,0,bird,17.7,0.97,26.2,9.5,2689,78,208,18.2,17,0.68,2.04E+01,92,365.8961
10142,tgb,336595,8076598,0,bird,18.5,1,27.4,9.1,1849,77,138,18.7,25,0.53,7.03E+00,11,324.3162
11012,tgb,425606,7962303,0,bird,18.8,1.03,27.1,10.6,3274,82,257,17.9,6,0.89,6.51E+00,100,2015.563
11013,tgb,407146,7956664,0,bird,20.1,1.04,28.5,11.1,2358,88,167,18.5,21,0.58,1.97E+01,50,946.7935
11014,tgb,421169,7901020,0,bird,23.9,1.02,31.9,13.5,1627,108,60,19.1,57,0.17,4.70E+00,0,535.4073
11015,tgb,422737,7897302,0,bird,22.3,1.05,30.6,12.3,1377,105,60,19.4,55,0.17,2.75E+01,8,1264.401
11016,tgb,440379,7891994,0,bird,24,1.01,31.6,13.9,1424,107,56,19.3,61,0.14,9.12E-01,0,43.32436
11017,tgb,444013,7888747,0,bird,24,1.01,31.6,13.9,1362,107,54,19.3,63,0.13,8.51E-01,26,29.71532
11018,tgb,441182,7888185,0,bird,24,1.01,31.6,13.8,1358,107,53,19.3,63,0.13,1.56E+00,28,86.29601
11019,tgb,443502,7884166,0,bird,23.6,1.02,31.3,13.5,1301,108,52,19.4,63,0.13,2.51E+01,89,454.5151
11020,tgb,438787,7878956,0,bird,22.8,1.05,30.9,12.7,1216,107,49,19.5,63,0.13,1.46E+01,0,1151.125
11021,tgb,437459,7874156,0,bird,20.9,1.1,29.7,11,1356,105,61,19.4,51,0.19,5.44E+00,0,395.4731
10143,tgb,336675,8076529,0,bird,18.4,1,27.4,9.1,1871,77,140,18.7,24,0.54,8.62E+00,49,475.5071
11022,tgb,497336,7849871,0,bird,23.4,1.04,31.1,13.2,1041,108,45,19.7,71,0.11,2.06E+00,0,257.5811
11023,tgb,498282,7848637,0,bird,23.2,1.04,31,13,1045,108,46,19.6,70,0.11,9.42E+00,3,489.5263
11024,tgb,471370,7847254,0,bird,23.8,1.06,31.7,12.9,893,108,37,19.9,78,0.08,3.33E-01,0,14.17745
11025,tgb,331004,8062289,0,bird,19,1.01,28.1,9.1,1480,78,104,19.1,32,0.4,8.29E-01,50,42.8719
11026,tgb,345417,8038478,0,bird,19.4,1.02,28.5,9.7,1979,74,155,18.7,21,0.58,0.00E+00,50,118.4187
11027,tgb,413442,7898700,0,bird,19.4,1.12,28.6,9.8,2218,98,128,18.6,24,0.53,0.00E+00,0,101.5923
10144,tgb,352167,8076578,0,bird,19.8,0.97,28.6,10.5,2053,74,159,18.6,25,0.53,1.73E+01,45,215.9051
10145,tgb,352217,8076127,0,bird,19.9,0.97,28.7,10.6,2076,74,162,18.6,25,0.53,1.34E-01,0,167.9762
10146,tgb,345592,8075502,0,bird,19.7,0.98,28.6,10.2,1868,75,142,18.7,28,0.47,1.46E+01,17,211.8986
10147,tgb,345533,8075409,0,bird,19.7,0.98,28.5,10.1,1896,75,145,18.7,27,0.49,1.89E+01,45,218.8927
10148,tgb,360417,8074877,0,bird,20.1,0.96,28.6,11,2863,67,244,18.1,14,0.73,1.93E+01,58,233.0064
10149,tgb,360916,8074427,0,bird,20.1,0.96,28.6,11,2928,67,251,18,13,0.75,1.30E+01,67,279.0072
10150,tgb,361154,8074046,0,bird,20.3,0.95,28.8,11.2,2919,68,247,18,14,0.73,1.09E+01,0,305.4898
10153,tgb,341266,8072278,0,bird,18.6,1,27.6,9.3,1982,74,157,18.6,22,0.58,1.24E+01,100,336.2663
10028,tgb,315318,8173877,0,bird,17.8,0.97,26.3,9.6,2641,79,203,18.2,18,0.66,2.07E+01,50,348.7563
10154,tgb,346890,8071546,0,bird,19.5,0.98,28.3,10,2079,73,167,18.5,23,0.56,2.26E+01,63,268.3822
10155,tgb,344887,8071346,0,bird,19.3,0.9899999,28.2,9.900001,1995,73,159,18.6,24,0.55,1.17E+01,59,264.9981
10156,tgb,341067,8071198,0,bird,18.7,1,27.7,9.400001,1923,75,152,18.7,23,0.56,7.96E+00,0,261.0421
10158,tgb,338467,8068427,0,bird,18,1.01,27,8.8,2231,73,180,18.4,16,0.69,1.34E+01,77,400.3948
10159,tgb,339952,8068357,0,bird,17.8,1.02,26.9,8.8,2416,72,199,18.3,13,0.75,1.11E+01,81,471.3417
10160,tgb,352616,8064878,0,bird,19.6,0.98,28.4,10.3,2506,70,213,18.3,16,0.69,8.59E+00,84,177.1017
10161,tgb,352195,8064484,0,bird,19.6,0.98,28.4,10.2,2491,70,212,18.3,16,0.69,1.73E+00,13,241.141
10162,tgb,352127,8063168,0,bird,19.4,0.9899999,28.2,10.1,2525,71,216,18.2,15,0.71,0.00E+00,50,157.9272
10163,tgb,338256,8059090,0,bird,18.7,1.01,27.8,9.2,1683,77,127,18.9,26,0.5,8.04E+00,23,230.5103
10164,tgb,343239,8043943,0,bird,18.6,1.03,27.7,9.1,1940,77,142,18.7,22,0.58,1.78E+00,100,263.7309
10030,tgb,315517,8173477,0,bird,17.6,0.97,26.2,9.5,2727,78,212,18.2,16,0.69,2.85E+01,100,846.1566
10173,tgb,343616,8037203,0,bird,19.7,1.02,28.8,9.8,1902,74,150,18.7,23,0.55,2.18E+01,98,311.0756
10176,tgb,350806,8025249,0,bird,19.7,1.03,28.7,9.900001,2285,70,199,18.4,16,0.69,1.19E+01,50,152.0263
10191,tgb,375616,7942779,0,bird,20.9,1.08,29.9,10.8,1314,94,80,19.4,45,0.25,5.79E+00,100,134.9963
10201,tgb,410428,7905578,0,bird,19.3,1.11,28.4,9.8,2303,97,137,18.6,22,0.57,0.00E+00,0,112.6011
10206,tgb,410017,7903879,0,bird,19.5,1.11,28.6,9.900001,2109,98,122,18.7,26,0.49,2.17E+01,0,350.6023
10207,tgb,411603,7901684,0,bird,19.9,1.11,29,10.3,1826,100,100,18.9,34,0.38,2.19E+01,49,434.6642
10208,tgb,411633,7901561,0,bird,19.9,1.11,28.9,10.2,1839,100,101,18.9,33,0.38,1.16E+01,48,459.2527
10209,tgb,412638,7899598,0,bird,19.4,1.12,28.6,9.900001,2196,98,127,18.6,25,0.52,7.40E+00,82,275.5122
10210,tgb,412959,7899508,0,bird,19.5,1.12,28.6,9.900001,2147,99,123,18.7,26,0.5,1.11E+01,22,293.4825
10211,tgb,411916,7899479,0,bird,19.4,1.12,28.6,9.8,2190,98,127,18.6,25,0.52,8.21E+00,55,172.4906
