siteid,spid,x,y,occ,group,sabio1,sabio2,sabio4,sabio5,sabio6,sabio7,sabio8,sabio12,sabio15,sabio17,sabio18
101146,tgb,-40.5,-9.367,0,plant,248,132,1465,329,154,175,260,512,81,5,204
100105,tgb,-76.15,-0.916,0,plant,249,95,468,303,193,110,246,3155,16,584,720
101149,tgb,-40.45,-13.433,0,plant,193,80,1360,251,132,119,203,765,49,62,253
101150,tgb,-40.416,-7.166,0,plant,242,107,997,315,172,143,239,732,86,7,94
101151,tgb,-40.4,-19.967,0,plant,248,89,1790,319,175,144,261,1273,46,138,323
101154,tgb,-40.3,-14.2,0,plant,209,82,1349,266,143,123,218,736,49,66,221
101155,tgb,-40.3,-4.833,0,plant,252,102,678,317,189,128,249,765,101,6,95
101156,tgb,-40.167,-7.133,0,plant,242,104,1036,313,172,141,239,751,86,11,87
101157,tgb,-40.117,-7.65,0,plant,243,111,1167,317,167,150,245,844,78,24,207
101158,tgb,-40.117,-6.633,0,plant,254,103,995,324,188,136,248,634,91,12,54
101159,tgb,-40.116,-19.366,0,plant,245,92,1709,315,169,146,256,1345,47,133,361
101161,tgb,-40.083,-7.166,0,plant,239,103,1047,310,170,140,236,799,85,12,92
100106,tgb,-76.136,-0.653,0,plant,249,95,467,305,194,111,246,3123,15,580,704
101165,tgb,-39.933,-13.517,0,plant,201,74,1286,256,144,112,210,932,20,154,254
101168,tgb,-39.717,-14.117,0,plant,236,68,1214,288,182,106,244,1343,18,233,327
101169,tgb,-39.7,-15.38,0,plant,226,80,1349,284,161,123,235,1055,31,158,267
101171,tgb,-39.683,-14.85,0,plant,235,75,1232,290,173,117,243,1187,25,191,312
101176,tgb,-39.466,-15.333,0,plant,229,75,1237,283,167,116,237,1272,21,217,326
101177,tgb,-39.43,-11.187,0,plant,237,112,1651,317,162,155,249,582,37,56,185
101178,tgb,-39.42,-13.15,0,plant,231,65,1368,282,179,103,242,1272,18,203,333
101179,tgb,-39.4,-16.9,0,plant,242,83,1367,302,179,123,245,1328,15,265,297
101180,tgb,-39.383,-11.233,0,plant,236,111,1638,314,161,153,247,591,36,57,189
101182,tgb,-39.333,-4.4,0,plant,258,92,590,318,200,118,258,903,90,9,96
100111,tgb,-76,-0.3,0,plant,252,95,445,307,199,108,249,3098,17,547,607
101183,tgb,-39.3,-17.3,0,plant,247,79,1381,306,186,120,250,1179,22,224,224
101184,tgb,-39.3,-14.8,0,plant,242,67,1034,292,186,106,250,1549,16,277,395
101186,tgb,-39.25,-7.416,0,plant,221,103,1128,291,147,144,220,1098,80,28,137
101187,tgb,-39.233,-17.517,0,plant,246,75,1413,305,187,118,249,1301,23,230,230
101188,tgb,-39.166,-15.916,0,plant,239,74,1212,291,179,112,244,1496,14,301,313
101190,tgb,-39.1,-13.367,0,plant,244,63,1219,293,195,98,238,2036,21,360,458
101191,tgb,-39.083,-8.067,0,plant,242,107,1455,318,165,153,248,675,84,15,163
101192,tgb,-39.05,-14.983,0,plant,242,65,988,290,187,103,249,1875,11,359,468
101193,tgb,-39.033,-5.033,0,plant,267,112,646,337,201,136,261,826,90,7,88
101196,tgb,-38.967,-15.733,0,plant,242,73,1196,293,183,110,225,1724,12,349,368
100113,tgb,-75.916,-1.683,0,plant,251,96,478,306,194,112,244,3116,16,570,616
101198,tgb,-38.933,-4.217,0,plant,219,81,537,273,165,108,218,1278,79,40,151
101199,tgb,-38.833,-4.333,0,plant,255,87,565,311,197,114,253,1196,83,31,137
101200,tgb,-38.75,-3.917,0,plant,247,75,554,292,198,94,245,1289,84,32,140
101201,tgb,-38.75,-3.733,0,plant,260,72,555,302,211,91,258,1290,87,24,132
101202,tgb,-38.65,-4,0,plant,232,74,538,277,183,94,230,1340,83,39,147
101204,tgb,-38.517,-4.117,0,plant,259,80,553,307,207,100,257,1246,86,33,133
101205,tgb,-38.5,-3.75,0,plant,261,68,552,300,214,86,259,1525,83,40,156
101206,tgb,-38.4,-9.15,0,plant,247,106,1774,325,171,154,259,487,60,23,148
101207,tgb,-38.083,-7.8,0,plant,209,96,1500,279,138,141,217,906,74,30,165
101209,tgb,-37,-8.383,0,plant,211,98,1614,282,140,142,220,642,60,45,94
100114,tgb,-75.916,6.616,0,plant,212,109,363,277,151,126,207,1863,40,217,368
101210,tgb,-36.96,-10.71,0,plant,256,68,1191,306,204,102,252,1430,62,114,218
101211,tgb,-36.817,-7.2,0,plant,232,89,1288,296,171,125,241,542,99,7,144
101212,tgb,-36.667,-9.75,0,plant,241,91,1614,308,175,133,223,830,65,61,121
101215,tgb,-35.695,-8.494,0,plant,208,80,1222,266,151,115,195,1285,56,98,249
101216,tgb,-35.6,-7.667,0,plant,227,93,1285,294,163,131,213,935,56,65,204
101217,tgb,-35.417,-5.633,0,plant,259,89,1065,315,196,119,255,1118,67,39,282
101218,tgb,-35.283,-7.483,0,plant,250,98,1224,317,184,133,236,1197,56,83,254
101219,tgb,-35.25,-5.767,0,plant,261,87,1062,317,199,118,257,1418,65,58,335
101220,tgb,-35.117,-6.833,0,plant,257,89,1166,316,192,124,252,1399,57,84,312
101221,tgb,-35,-8.267,0,plant,252,59,1013,292,205,87,241,1976,55,151,393
100115,tgb,-75.9,-0.266,0,plant,254,95,441,309,201,108,248,3047,19,523,582
101222,tgb,-35,-8.083,0,plant,253,66,1052,298,203,95,242,1707,58,123,338
100003,tgb,-80.733,-1.516,0,plant,234,76,1068,285,179,106,246,473,80,27,242
100008,tgb,-80.133,-2.166,0,plant,249,98,1044,311,184,127,260,818,103,2,472
100028,tgb,-78.5,-4.5,0,plant,233,111,482,304,170,134,234,3022,13,588,628
100033,tgb,-77.883,1.1,0,plant,136,87,161,182,90,92,136,2479,22,378,676
100035,tgb,-77.666,-3.833,0,plant,264,98,520,326,207,119,263,3258,10,663,732
100036,tgb,-77.6,-2.783,0,plant,260,103,584,324,203,121,256,3053,13,587,652
100037,tgb,-77.6,-0.716,0,plant,200,90,452,254,150,104,198,3737,23,644,769
100038,tgb,-77.5,-1.5,0,plant,232,94,425,287,178,109,230,5382,15,1046,1292
100048,tgb,-77.2,4.25,0,plant,257,67,308,298,220,78,254,7735,25,1144,1572
100116,tgb,-75.856,-0.13,0,plant,255,95,455,309,202,107,248,3089,20,517,578
100061,tgb,-76.916,-2.833,0,plant,254,97,509,313,199,114,249,2903,11,600,669
100062,tgb,-76.916,-1.25,0,plant,236,93,425,291,182,109,234,4156,18,786,1036
100076,tgb,-76.5,-0.633,0,plant,247,95,439,303,193,110,244,3372,15,662,802
100081,tgb,-76.35,-0.25,0,plant,249,96,439,307,195,112,246,3355,15,634,775
100086,tgb,-76.3,-6.266,0,plant,261,122,416,327,188,139,261,1955,23,284,481
100087,tgb,-76.25,-2.916,0,plant,250,96,465,306,194,112,246,2673,12,554,554
100092,tgb,-76.216,-0.95,0,plant,248,95,472,302,192,110,244,3217,16,602,743
100096,tgb,-76.216,4.166,0,plant,234,104,289,291,179,112,230,1318,35,196,347
100097,tgb,-76.183,-0.916,0,plant,248,95,470,303,194,109,245,3183,16,593,730
100104,tgb,-76.166,8.083,0,plant,269,95,281,326,218,108,268,1956,47,152,274
100010,tgb,-79.966,-2.166,0,plant,238,95,926,297,176,121,247,1009,102,1,571
100117,tgb,-75.833,-6.033,0,plant,264,114,406,332,197,135,265,2351,25,323,560
100108,tgb,-76.133,-5.833,0,plant,268,101,315,326,211,115,266,2340,23,331,604
100110,tgb,-76.083,-0.866,0,plant,249,95,480,303,194,109,246,3099,16,568,626
100112,tgb,-75.916,-6.016,0,plant,267,113,402,333,201,132,267,2335,25,322,558
100127,tgb,-75.55,7.9,0,plant,274,100,398,339,219,120,271,2294,59,124,284
100129,tgb,-75.5,9.5,0,plant,276,101,486,341,211,130,272,1255,64,45,242
100136,tgb,-75.4,10.6,0,plant,274,83,467,321,220,101,275,1017,84,6,257
100137,tgb,-75.366,7.666,0,plant,275,104,419,340,216,124,274,3290,51,211,420
100143,tgb,-75.283,-10.9,0,plant,240,121,631,308,157,151,242,1988,42,178,510
100146,tgb,-75.25,10.766,0,plant,278,82,526,324,224,100,279,1006,88,5,290
100155,tgb,-75.083,-10.5,0,plant,234,122,471,302,154,148,235,2772,42,266,579
100119,tgb,-75.833,-2.5,0,plant,252,98,457,309,194,115,246,2951,13,583,583
100157,tgb,-75.083,-7.333,0,plant,266,127,601,342,185,157,265,1902,26,258,487
100158,tgb,-75.033,-8.75,0,plant,260,117,443,331,188,143,263,3059,33,352,745
100160,tgb,-75,-8.683,0,plant,260,117,463,331,187,144,264,2883,32,335,837
100169,tgb,-74.833,7,0,plant,252,98,429,306,191,115,248,3550,45,332,895
100172,tgb,-74.8,6.1,0,plant,264,98,371,318,210,108,261,3403,36,456,981
100173,tgb,-74.783,6.05,0,plant,265,97,369,319,213,106,261,3433,36,475,991
100181,tgb,-74.616,-9.033,0,plant,259,112,426,327,188,139,262,2003,36,214,539
100184,tgb,-74.5,-5.083,0,plant,270,104,393,330,206,124,268,2477,20,375,555
100207,tgb,-73.5,-4.5,0,plant,265,98,415,325,207,118,266,2812,20,443,656
100226,tgb,-73.05,-3.5,0,plant,264,99,425,319,203,116,262,3161,15,572,725
100120,tgb,-75.783,7.216,0,plant,211,103,369,275,151,124,209,2844,46,240,440
100233,tgb,-72.833,-4.166,0,plant,261,93,442,317,205,112,260,2867,20,457,651
100238,tgb,-72.833,1.116,0,plant,254,90,825,318,196,122,247,2641,46,251,262
100240,tgb,-72.8,-3.466,0,plant,263,97,439,317,204,113,262,3116,17,541,694
100248,tgb,-72.6,-13.133,0,plant,207,149,638,298,113,185,206,1467,62,68,379
100250,tgb,-72.5,-4.333,0,plant,259,93,421,314,203,111,259,2785,22,425,623
100264,tgb,-71.383,-11.883,0,plant,251,108,467,320,182,138,250,3010,34,340,526
100266,tgb,-71.3,-12.583,0,plant,241,107,573,305,172,133,242,3024,35,366,745
100267,tgb,-71.199,-8.345,0,plant,259,105,524,320,186,134,261,2340,44,176,651
100271,tgb,-70.833,-11,0,plant,242,108,519,311,165,146,243,2514,43,193,752
100274,tgb,-70.75,-13.216,0,plant,223,100,847,285,156,129,228,5665,42,682,1401
100121,tgb,-75.75,-5.416,0,plant,267,96,323,326,213,113,265,2215,22,350,519
100286,tgb,-69.567,-13.134,0,plant,255,108,1059,322,179,143,261,4131,45,410,1087
100306,tgb,-69,-9.333,0,plant,247,124,760,316,159,157,252,2263,51,113,636
100310,tgb,-68.683,-9.083,0,plant,248,127,790,317,158,159,253,2312,48,137,767
100338,tgb,-67.716,-16.433,0,plant,173,135,1408,259,69,190,184,1082,60,50,399
100349,tgb,-67.266,1.783,0,plant,263,122,416,332,198,134,256,3620,24,626,678
100353,tgb,-67.25,0.33,0,plant,264,93,379,317,213,104,260,3174,17,565,622
100356,tgb,-67.05,-15.316,0,plant,216,102,1351,285,130,155,225,2228,45,210,603
100363,tgb,-66.466,-14.75,0,plant,253,108,1577,326,159,167,263,2010,50,168,500
100373,tgb,-66.133,-11,0,plant,267,114,762,343,179,164,269,1928,58,72,383
100376,tgb,-66.1,-10.566,0,plant,266,110,669,340,185,155,268,2036,57,69,416
100122,tgb,-75.75,4.583,0,plant,211,106,330,271,154,117,205,2166,29,349,550
100385,tgb,-65.916,-10.25,0,plant,263,107,612,335,188,147,264,2000,58,56,421
100393,tgb,-65.55,-1.8,0,plant,260,93,333,312,208,104,255,3066,19,539,555
100396,tgb,-65.333,-9.683,0,plant,264,104,606,333,196,137,262,1914,57,67,233
100401,tgb,-65,-10.5,0,plant,263,106,689,339,189,150,259,1917,56,62,387
100405,tgb,-64.866,-14.733,0,plant,259,114,1500,337,163,174,270,2152,53,139,582
100411,tgb,-64.767,-3.133,0,plant,270,90,298,324,218,106,267,3039,23,444,508
100415,tgb,-64.483,-22.366,0,plant,214,150,3924,323,58,265,253,1459,72,32,660
100419,tgb,-64.416,-15.333,0,plant,257,107,1705,329,161,168,270,2494,50,207,668
100431,tgb,-63.866,-17.233,0,plant,247,105,2083,318,153,165,267,2098,51,197,817
100437,tgb,-63.7,-17.533,0,plant,246,106,2129,317,151,166,265,1642,49,170,627
100123,tgb,-75.75,4.783,0,plant,213,104,325,271,156,115,208,2256,26,408,549
100450,tgb,-63.533,-17.751,0,plant,243,105,2171,316,150,166,262,1387,43,148,470
100454,tgb,-63.466,-8.75,0,plant,261,102,572,329,187,142,259,2539,56,94,483
100461,tgb,-63.283,0.816,0,plant,226,95,376,281,174,107,220,2239,44,268,389
100471,tgb,-63.183,3.55,0,plant,254,108,338,315,195,120,249,2327,31,388,470
100473,tgb,-63.166,-7.516,0,plant,263,103,506,336,193,143,260,2493,51,126,294
100474,tgb,-63.15,-17.7,0,plant,244,106,2192,320,153,167,263,1375,46,153,515
100475,tgb,-63.116,-9.166,0,plant,257,105,586,329,180,149,255,2634,59,78,488
100478,tgb,-63.066,-16.2,0,plant,251,109,1870,324,158,166,266,1382,52,119,364
100484,tgb,-62.9,-17.745,0,plant,246,119,2088,328,153,175,265,1180,49,131,461
100492,tgb,-62.25,-7.833,0,plant,261,104,535,336,186,150,257,2744,49,146,327
100124,tgb,-75.733,-1.05,0,plant,253,95,538,307,196,111,245,2899,19,496,542
100495,tgb,-61.983,-10.083,0,plant,249,122,513,337,158,179,249,2049,68,26,162
100520,tgb,-61.25,-1.416,0,plant,272,91,367,326,220,106,268,2433,33,366,366
100521,tgb,-61.242,-15.246,0,plant,241,146,1491,335,125,210,251,1617,64,52,320
100526,tgb,-61.159,-14.664,0,plant,243,143,1278,333,131,202,250,1981,68,49,396
100528,tgb,-61.15,-14.7,0,plant,244,143,1278,334,131,203,251,1954,68,49,390
100530,tgb,-61.15,-0.5,0,plant,274,94,347,327,219,108,269,2175,35,344,362
100532,tgb,-61.144,-14.405,0,plant,241,141,1155,331,133,198,248,2182,70,47,440
100533,tgb,-61.143,-14.75,0,plant,244,143,1299,335,131,204,252,1920,67,49,382
100536,tgb,-61.058,-13.55,0,plant,236,136,782,322,135,187,240,2658,70,46,550
100537,tgb,-61.048,-14.762,0,plant,243,144,1315,335,130,205,251,1911,67,49,380
100125,tgb,-75.583,-10.083,0,plant,187,141,620,265,94,171,189,1847,45,147,536
100539,tgb,-61.035,-14.766,0,plant,243,144,1292,334,130,204,251,1913,67,49,380
100540,tgb,-61.034,-14.755,0,plant,243,144,1300,334,130,204,250,1918,68,49,380
100543,tgb,-61.025,-14.755,0,plant,243,144,1289,334,130,204,250,1918,68,49,380
100565,tgb,-60.818,-13.655,0,plant,235,136,827,321,132,189,239,2609,68,50,537
100567,tgb,-60.812,-13.894,0,plant,221,137,895,307,117,190,225,2559,69,53,523
100571,tgb,-60.783,-14.6,0,plant,232,143,1218,322,120,202,238,2028,67,52,402
100572,tgb,-60.75,-17.75,0,plant,250,127,2014,338,141,197,265,1247,56,80,337
100573,tgb,-60.744,-14.524,0,plant,211,140,1149,299,101,198,217,2107,67,56,420
100575,tgb,-60.716,-13.983,0,plant,212,137,942,299,107,192,216,2488,68,54,507
100582,tgb,-60.4,-7.25,0,plant,261,102,450,332,184,148,257,2802,47,140,762
100126,tgb,-75.583,-4.983,0,plant,267,94,329,323,213,110,265,2115,20,355,505
100589,tgb,-60.166,-12.75,0,plant,209,128,531,294,113,181,210,2213,61,55,455
100625,tgb,-56.833,-17.166,0,plant,267,117,1900,356,168,188,279,1390,61,55,276
100632,tgb,-56.417,-14.833,0,plant,252,112,1147,316,160,156,262,1644,55,66,604
100636,tgb,-56.166,-19.5,0,plant,255,111,2211,331,158,173,275,1570,55,101,572
100640,tgb,-55.933,-4.25,0,plant,272,98,511,335,215,120,268,2381,46,213,256
100642,tgb,-55.833,-8.5,0,plant,242,131,606,344,148,196,236,2795,61,51,343
100653,tgb,-55.5,-1.867,0,plant,266,93,621,331,215,116,261,2192,53,150,150
100663,tgb,-54.717,-28.167,0,plant,213,111,3705,317,98,219,174,2002,9,427,427
100668,tgb,-54.567,-23.667,0,plant,220,117,2857,309,107,202,236,1699,25,247,487
100672,tgb,-54.433,-0.916,0,plant,264,90,755,329,216,113,257,1809,49,130,192
100128,tgb,-75.5,-10.516,0,plant,157,129,570,227,71,156,159,2001,46,154,555
100675,tgb,-54.25,-24.083,0,plant,219,118,3004,311,107,204,235,1675,21,276,459
100678,tgb,-54.083,-1.966,0,plant,268,86,649,326,221,105,261,1834,59,102,102
100683,tgb,-53.8,-29.683,0,plant,197,106,3639,303,94,209,161,1815,5,407,408
100687,tgb,-53.633,-28.633,0,plant,194,112,3514,299,89,210,191,1879,10,403,420
100710,tgb,-52.583,-1.5,0,plant,268,90,617,329,219,110,263,2210,49,163,181
100711,tgb,-52.566,-13.2,0,plant,251,142,1069,339,139,200,256,1876,70,7,604
100715,tgb,-52.417,-22.583,0,plant,229,126,2572,313,116,197,254,1335,38,144,435
100727,tgb,-52.25,-3.217,0,plant,257,93,467,316,202,114,253,2143,61,106,106
100730,tgb,-52.133,1.183,0,plant,252,86,650,317,205,112,248,2694,39,239,320
100731,tgb,-52.083,1,0,plant,262,86,629,326,215,111,259,2680,39,240,319
100011,tgb,-79.95,-4.033,0,plant,198,126,127,266,129,137,199,1466,88,13,616
100130,tgb,-75.483,10.55,0,plant,277,83,434,322,222,100,277,991,85,4,252
100741,tgb,-51.866,1.15,0,plant,257,85,641,320,210,110,253,2670,41,217,295
100743,tgb,-51.8,-0.133,0,plant,270,82,659,330,225,105,266,2531,47,172,180
100754,tgb,-51.567,-29.2,0,plant,183,97,3192,279,93,186,215,1861,9,392,443
100758,tgb,-51.467,-25.367,0,plant,169,111,2846,256,69,187,167,1854,18,345,484
100773,tgb,-51.067,0.067,0,plant,269,79,591,327,228,99,264,2734,55,123,153
100782,tgb,-50.867,-28.517,0,plant,165,100,2951,257,76,181,151,1980,10,407,461
100785,tgb,-50.767,-29.6,0,plant,190,96,3282,283,94,189,168,1969,8,417,463
100791,tgb,-50.683,-24.983,0,plant,180,119,2954,271,71,200,211,1688,19,293,465
100804,tgb,-50.25,-6,0,plant,249,107,322,317,186,131,247,2062,56,86,235
100806,tgb,-50.166,-8.05,0,plant,254,130,264,341,169,172,252,2168,59,46,295
100131,tgb,-75.466,-1,0,plant,256,95,611,312,198,114,248,2800,23,451,491
100816,tgb,-50,-1.7,0,plant,268,104,324,329,212,117,266,2868,51,196,239
100819,tgb,-49.933,-28.3,0,plant,143,100,2817,235,54,181,171,1779,16,320,468
100822,tgb,-49.9,-1,0,plant,269,90,423,326,222,104,266,3225,49,222,323
100826,tgb,-49.77,-19.987,0,plant,238,131,1831,319,125,194,252,1481,68,51,579
100827,tgb,-49.733,-25.767,0,plant,169,115,3067,261,60,201,202,1448,25,254,437
100830,tgb,-49.667,-29.117,0,plant,193,85,2954,274,104,170,226,1546,13,295,400
100834,tgb,-49.616,-3.833,0,plant,272,104,375,333,213,120,270,2781,68,89,128
100839,tgb,-49.517,-27.75,0,plant,156,97,3045,247,64,183,188,1742,23,285,497
100840,tgb,-49.5,-25.417,0,plant,170,108,2873,257,68,189,201,1581,27,260,484
100854,tgb,-49.25,-25.75,0,plant,167,101,2971,252,68,184,198,1580,27,254,487
100132,tgb,-75.466,-0.883,0,plant,257,95,615,312,199,113,248,2804,24,447,487
100856,tgb,-49.233,-13.467,0,plant,258,103,642,333,183,150,258,2069,73,16,195
100861,tgb,-48.967,-16.317,0,plant,223,104,1084,291,139,152,227,1698,67,26,212
100862,tgb,-48.967,-15.783,0,plant,231,92,772,295,161,134,232,1797,68,20,216
100863,tgb,-48.892,-21.213,0,plant,225,124,1943,299,118,181,242,1518,67,64,666
100886,tgb,-48.25,-5.933,0,plant,262,109,280,334,189,145,260,1872,63,66,167
100897,tgb,-47.966,-23.583,0,plant,188,111,2468,269,86,183,213,1341,51,120,486
100898,tgb,-47.95,-19.783,0,plant,217,123,1615,287,113,174,229,1799,67,50,681
100902,tgb,-47.903,-15.981,0,plant,203,117,1091,274,111,163,208,1842,68,28,431
100911,tgb,-47.766,-15.733,0,plant,212,110,1029,281,125,156,216,1790,68,23,418
100913,tgb,-47.616,-16.766,0,plant,199,136,1352,275,86,189,206,1583,64,45,362
100133,tgb,-75.416,-1,0,plant,255,95,618,311,197,114,246,2796,23,446,484
100915,tgb,-47.6,-24.3,0,plant,221,95,2722,302,125,177,252,1928,44,190,686
100916,tgb,-47.583,-22.317,0,plant,207,114,2341,282,102,180,229,1526,64,78,598
100920,tgb,-47.533,-4.283,0,plant,262,110,260,328,197,131,261,1657,79,46,120
100921,tgb,-47.517,-14.117,0,plant,211,90,737,277,144,133,210,1953,71,16,235
100928,tgb,-47.433,-5.666,0,plant,260,121,397,342,174,168,259,1695,66,42,244
100930,tgb,-47.417,-22.567,0,plant,203,117,2402,279,95,184,226,1508,64,84,588
100933,tgb,-47.367,-15.5,0,plant,226,110,1077,299,138,161,230,1719,71,15,182
100936,tgb,-47.25,-13.3,0,plant,235,105,744,310,157,153,235,1695,74,10,171
100937,tgb,-47.133,-22.25,0,plant,201,119,2313,275,91,184,223,1553,64,78,609
100940,tgb,-47.083,-1.517,0,plant,260,101,380,326,203,123,255,2544,55,131,150
100134,tgb,-75.4,-10.566,0,plant,169,126,537,237,86,151,172,2161,44,178,597
100942,tgb,-46.983,-23.017,0,plant,191,115,2342,268,86,182,214,1507,59,104,571
100950,tgb,-46.766,-17.283,0,plant,235,122,1425,310,136,174,242,1511,63,53,539
100956,tgb,-46.533,-18.583,0,plant,231,110,1389,303,145,158,239,1699,73,25,626
100958,tgb,-46.5,-23.083,0,plant,185,112,2277,260,82,178,209,1560,59,101,595
100964,tgb,-46.333,-23.4,0,plant,180,98,2297,252,88,164,205,1733,53,130,640
100979,tgb,-45.95,-23.283,0,plant,192,101,2339,264,95,169,217,1573,56,110,597
100982,tgb,-45.9,-4.666,0,plant,265,107,524,333,199,134,262,1507,73,41,112
101000,tgb,-45.016,-12.25,0,plant,244,140,932,337,141,196,245,1328,74,2,315
101002,tgb,-44.983,-21.717,0,plant,179,133,2200,260,61,199,199,1714,67,59,633
101004,tgb,-44.967,-12.15,0,plant,248,143,943,341,142,199,249,1265,74,2,301
100135,tgb,-75.4,-0.933,0,plant,257,95,616,313,199,114,249,2793,24,441,479
101008,tgb,-44.75,-17.5,0,plant,239,134,1881,321,120,201,251,1248,78,10,452
101009,tgb,-44.7,-23.25,0,plant,233,101,2254,312,141,171,257,2248,42,219,771
101016,tgb,-44.467,-18.367,0,plant,225,129,1934,303,113,190,239,1366,79,12,493
101025,tgb,-44.2,-17.75,0,plant,206,119,1806,283,103,180,218,1370,79,12,480
101030,tgb,-43.85,-19.983,0,plant,210,113,1906,283,112,171,224,1676,76,32,599
101031,tgb,-43.85,-5.833,0,plant,267,106,972,345,195,150,260,1345,70,32,80
101035,tgb,-43.767,-20.917,0,plant,198,113,2011,276,102,174,213,1718,70,50,619
101042,tgb,-43.55,-21.917,0,plant,211,109,2179,290,113,177,232,1726,67,58,653
101044,tgb,-43.5,-22.65,0,plant,232,100,2151,312,145,167,255,1891,46,156,661
101050,tgb,-43.383,-20.383,0,plant,201,111,2074,279,100,179,217,1598,71,41,562
100138,tgb,-75.35,10.25,0,plant,276,95,414,333,213,120,275,1238,68,31,224
101051,tgb,-43.367,-18.633,0,plant,210,118,2031,295,108,187,225,1767,74,31,593
101060,tgb,-43.233,-22.933,0,plant,231,78,2090,299,160,139,256,1425,33,159,454
101062,tgb,-43.217,-22.967,0,plant,235,77,2079,302,163,139,260,1364,32,157,428
101078,tgb,-42.817,-22.917,0,plant,233,77,2056,300,161,139,255,1202,32,137,369
101079,tgb,-42.75,-22.367,0,plant,153,100,2209,231,61,170,176,1792,57,109,640
101080,tgb,-42.717,-22.733,0,plant,233,86,2144,304,153,151,255,1360,43,122,447
101084,tgb,-42.633,-21.5,0,plant,230,123,2273,319,123,196,252,1503,67,54,534
101088,tgb,-42.533,-21.767,0,plant,229,123,2299,318,124,194,251,1550,65,61,554
101094,tgb,-42.367,-22.033,0,plant,208,112,2222,293,112,181,230,1656,62,75,598
101096,tgb,-42.35,-16.783,0,plant,226,134,1750,312,122,190,237,1019,80,13,344
100139,tgb,-75.333,-11.333,0,plant,204,127,708,277,115,162,205,1303,46,102,332
101104,tgb,-42.05,-20.883,0,plant,219,126,2147,308,113,195,235,1424,64,60,478
101106,tgb,-42,-19.5,0,plant,212,123,1874,290,107,183,225,1404,68,53,467
101111,tgb,-41.75,-19.666,0,plant,231,126,1925,313,123,190,245,1396,67,56,461
101112,tgb,-41.7,-20.6,0,plant,200,126,1978,287,96,191,214,1429,60,73,457
101113,tgb,-41.7,-12.4,0,plant,214,119,1171,292,129,163,222,887,61,43,307
101114,tgb,-41.666,-22.25,0,plant,231,86,2017,300,150,150,244,1256,40,118,354
101117,tgb,-41.52,-17.45,0,plant,224,120,1677,305,130,175,236,1116,66,51,335
101120,tgb,-41.367,-12.817,0,plant,204,116,1182,279,123,156,212,1093,53,72,348
101121,tgb,-41.35,-21.767,0,plant,233,94,2090,308,147,161,247,1190,45,90,345
101128,tgb,-41.15,-20.48,0,plant,215,110,1878,298,126,172,229,1308,52,100,368
100140,tgb,-75.333,-11.166,0,plant,228,123,680,298,143,155,229,1586,42,140,393
101137,tgb,-40.667,-20.367,0,plant,211,88,1765,283,139,144,223,1258,45,137,313
101140,tgb,-40.617,-15.233,0,plant,233,98,1591,302,152,150,244,899,48,93,255
101152,tgb,-40.4,-13.4,0,plant,192,79,1360,249,132,117,204,767,47,66,253
101166,tgb,-39.917,-12.5,0,plant,238,88,1482,301,172,129,248,678,43,69,218
101167,tgb,-39.766,-12.7,0,plant,233,78,1464,291,173,118,244,660,42,71,209
101175,tgb,-39.5,-7.233,0,plant,222,103,1070,294,152,142,220,1177,78,28,142
101194,tgb,-39,-15.7,0,plant,243,73,1189,293,183,110,232,1702,12,343,369
101197,tgb,-38.933,-4.333,0,plant,222,84,534,279,167,112,221,1223,81,34,143
101208,tgb,-37.783,-8.9,0,plant,235,96,1925,308,162,146,249,608,50,40,218
101213,tgb,-36.25,-7.433,0,plant,232,90,1299,297,170,127,236,412,74,12,137
100141,tgb,-75.316,-10.966,0,plant,238,122,631,307,155,152,240,1861,42,165,469
100009,tgb,-80,-2.25,0,plant,253,95,989,314,190,124,263,904,103,1,517
100015,tgb,-79.366,-0.583,0,plant,250,88,670,307,195,112,258,3166,75,122,1498
100029,tgb,-78.333,-3.366,0,plant,160,108,558,232,100,132,158,2905,16,546,605
100078,tgb,-76.466,-2.8,0,plant,252,96,457,308,197,111,248,2841,12,583,635
100082,tgb,-76.333,-6.666,0,plant,260,141,487,336,173,163,259,1301,22,214,286
100083,tgb,-76.333,-3.333,0,plant,256,94,456,312,200,112,252,2285,10,471,500
100089,tgb,-76.233,4.333,0,plant,193,99,234,248,140,108,190,1441,32,245,273
100090,tgb,-76.216,-6,0,plant,264,107,332,324,202,122,263,2319,24,321,591
100107,tgb,-76.133,-5.916,0,plant,266,104,318,327,207,120,266,2344,24,327,566
100109,tgb,-76.116,-5.833,0,plant,267,101,312,326,210,116,266,2342,23,331,568
