siteid,spid,x,y,occ,group,disturb,mi,rainann,rugged,soildepth,soilfert,solrad,tempann,topo,vegsys,cti,raindq,tempmin
10631,tgb,152.6823,-28.487,0,db,2,92,1522,60,1029,2,80,161,4,1,1319,198,47
10632,tgb,152.6841,-30.5357,0,db,3,90,2032,63,1049,2,80,170,26,2,1089,282,54
10634,tgb,152.6857,-30.112,0,db,3,86,1360,25,1110,2,88,156,11,2,1169,198,20
10635,tgb,152.6858,-28.5141,0,db,3,88,1358,44,1039,2,84,168,30,2,1109,174,46
10637,tgb,152.6878,-30.1177,0,db,3,86,1366,26,1129,4,87,153,9,2,1239,198,12
10638,tgb,152.6883,-30.1928,0,db,2,83,1254,41,1090,2,91,161,15,3,1209,180,33
10640,tgb,152.6904,-30.1874,0,db,2,82,1228,34,1080,2,90,167,-32,3,2229,174,44
10059,tgb,151.6403,-32.593,0,db,3,71,1056,35,1080,2,87,171,1,3,1199,186,44
10645,tgb,152.7013,-28.6035,0,db,2,91,1572,32,1090,5,78,162,17,2,1149,198,45
10650,tgb,152.7137,-30.4184,0,db,3,88,1760,37,1059,2,82,178,37,2,1079,228,66
10651,tgb,152.7144,-31.2134,0,db,2,90,1394,33,1100,2,87,177,11,2,1159,198,73
10653,tgb,152.7152,-28.5024,0,db,1,88,1474,31,1159,2,89,168,-9,2,1239,186,44
10655,tgb,152.7186,-31.771,0,db,3,87,1426,7,1149,2,86,174,5,3,1249,240,51
10656,tgb,152.7186,-30.5285,0,db,3,93,1822,76,1000,2,80,168,40,2,1089,246,50
10658,tgb,152.7218,-30.8624,0,db,2,85,1342,49,980,2,84,171,13,3,1149,192,60
10661,tgb,152.7242,-30.3742,0,db,1,93,2186,55,1179,4,87,143,23,1,1169,318,-5
10662,tgb,152.7284,-30.3706,0,db,1,93,2084,131,970,2,75,151,6,1,1209,306,9
10663,tgb,152.7301,-30.1333,0,db,3,86,1378,26,1059,2,87,154,17,3,1129,204,18
10060,tgb,151.6417,-31.8579,0,db,2,85,1144,49,1029,2,88,123,6,2,1159,204,-21
10664,tgb,152.7335,-28.464,0,db,2,92,1602,34,1100,5,85,162,2,1,1149,204,49
10665,tgb,152.7336,-30.367,0,db,1,92,1890,135,959,2,72,166,-1,1,1179,264,45
10667,tgb,152.7366,-28.8147,0,db,2,85,1366,28,1149,5,89,167,-5,1,1249,162,45
10668,tgb,152.7384,-28.8158,0,db,3,85,1366,29,1120,5,87,167,22,1,1149,162,47
10669,tgb,152.7387,-28.8012,0,db,3,88,1496,24,1070,5,86,163,12,1,1249,180,44
10670,tgb,152.7397,-28.7958,0,db,3,87,1472,30,1129,5,92,164,11,1,1169,180,45
10671,tgb,152.7398,-28.7868,0,db,2,86,1494,38,959,5,89,163,28,1,1089,180,44
10672,tgb,152.7405,-30.1027,0,db,3,86,1338,53,1070,2,91,156,14,3,1169,198,22
10674,tgb,152.7426,-30.0954,0,db,3,86,1392,43,1029,2,84,158,-16,3,1189,210,28
10675,tgb,152.7428,-28.8093,0,db,2,86,1424,38,1100,5,91,165,36,1,1099,174,47
10061,tgb,151.6492,-31.8553,0,db,2,87,1154,42,1009,2,80,124,-12,2,1259,204,-21
10676,tgb,152.7428,-28.8084,0,db,2,86,1424,38,1100,5,91,165,30,1,1069,174,47
10677,tgb,152.7431,-29.9267,0,db,4,67,1040,11,1090,2,91,186,-1,9,1329,138,65
10679,tgb,152.7437,-30.0936,0,db,3,87,1386,51,1090,2,88,156,9,3,1189,210,22
10680,tgb,152.7438,-28.8084,0,db,3,86,1398,43,1100,5,90,166,8,1,1159,168,47
10681,tgb,152.7447,-30.0936,0,db,3,88,1358,62,1039,2,84,156,28,3,1159,198,25
10682,tgb,152.7454,-28.5051,0,db,2,88,1376,47,1049,2,83,171,7,2,1179,168,44
10683,tgb,152.7475,-28.5227,0,db,2,82,1286,20,1100,2,89,182,-2,2,1399,156,44
10684,tgb,152.7479,-30.0747,0,db,3,85,1334,88,879,2,86,160,32,3,1069,198,31
10685,tgb,152.7498,-30.1207,0,db,3,83,1260,58,1000,2,84,169,10,3,1129,180,49
10686,tgb,152.7509,-30.0891,0,db,3,84,1346,79,959,2,89,157,15,3,1279,198,24
10062,tgb,151.656,-31.6731,0,db,2,82,982,127,879,2,81,124,38,3,1069,168,-24
10687,tgb,152.7539,-29.1583,0,db,3,76,1128,54,1059,1,92,184,-5,2,1279,144,49
10688,tgb,152.7545,-29.1814,0,db,2,78,1292,32,1029,1,89,169,31,3,1109,162,44
10690,tgb,152.756,-30.1604,0,db,3,85,1324,27,1100,2,90,158,-9,2,1329,198,28
10691,tgb,152.7573,-30.46,0,db,3,87,1796,54,1059,2,90,174,-4,2,1149,234,62
10693,tgb,152.7611,-30.1623,0,db,3,85,1344,26,1080,2,89,156,17,2,1179,198,23
10694,tgb,152.762,-31.5221,0,db,2,89,1484,26,1120,2,89,176,-11,2,1589,240,60
10697,tgb,152.7699,-28.6072,0,db,2,77,1168,22,1100,2,94,187,2,3,1129,138,40
10698,tgb,152.771,-30.8427,0,db,2,83,1256,25,1059,2,88,184,27,2,1139,186,77
10700,tgb,152.7711,-28.4908,0,db,3,91,1680,70,1120,5,85,157,7,1,1119,210,42
10701,tgb,152.7724,-28.4989,0,db,2,92,1674,107,1049,5,76,153,77,1,979,210,36
10064,tgb,151.6748,-32.1334,0,db,1,93,1620,80,1009,3,77,132,-31,1,1439,258,-9
10703,tgb,152.7739,-31.3588,0,db,3,86,1316,8,1120,2,88,179,4,2,1249,216,55
10704,tgb,152.7763,-29.8762,0,db,3,84,1158,60,1000,2,79,178,13,3,1329,150,59
10706,tgb,152.7776,-29.7517,0,db,2,64,1040,27,1049,2,93,189,-4,3,1249,132,63
10707,tgb,152.7791,-29.0702,0,db,3,74,1148,38,1080,1,90,182,-10,3,1349,138,47
10708,tgb,152.7801,-29.0684,0,db,3,73,1148,42,1080,1,90,183,-12,3,1379,138,47
10709,tgb,152.7801,-29.0657,0,db,3,73,1134,24,1090,1,90,185,-7,2,1919,132,47
10712,tgb,152.7811,-28.609,0,db,4,79,1182,24,1090,2,90,186,-20,9,1229,138,39
10713,tgb,152.7812,-29.0657,0,db,3,73,1124,28,1100,1,91,184,-1,2,1249,132,47
10714,tgb,152.7822,-29.0621,0,db,3,74,1138,20,1049,1,88,185,-9,3,1349,132,47
10716,tgb,152.7867,-29.8843,0,db,3,66,1036,17,1059,4,90,187,17,3,1159,132,65
10065,tgb,151.6751,-32.1108,0,db,1,90,1586,76,1039,2,92,135,5,1,1119,258,-6
10717,tgb,152.7874,-30.8973,0,db,3,84,1268,16,1019,2,87,183,-17,2,1919,192,69
10718,tgb,152.7935,-30.0937,0,db,3,86,1412,39,1100,2,89,156,-1,3,1219,210,24
10719,tgb,152.7941,-30.2724,0,db,3,92,1788,18,1190,2,89,143,-1,2,1249,270,-3
10720,tgb,152.7952,-31.7206,0,db,1,86,1458,23,1059,2,90,176,-7,5,1619,252,53
10721,tgb,152.796,-28.4812,0,db,2,85,1554,83,990,5,93,162,23,3,1139,192,49
10722,tgb,152.7966,-29.5739,0,db,3,72,1070,19,1049,1,88,188,4,3,1219,144,61
10723,tgb,152.7979,-31.4734,0,db,3,87,1406,10,1139,2,86,177,-6,2,1399,228,55
10725,tgb,152.7995,-30.9311,0,db,3,85,1290,11,1100,2,85,183,9,2,1149,198,63
10726,tgb,152.8008,-30.0477,0,db,3,75,1238,33,1000,2,91,177,8,3,1179,168,60
10727,tgb,152.801,-31.4707,0,db,3,88,1410,10,1129,4,86,178,-5,2,1309,228,54
10066,tgb,151.7073,-32.0841,0,db,1,90,1370,48,1039,2,81,141,33,2,1119,198,1
10728,tgb,152.8025,-29.2219,0,db,1,76,1350,66,889,2,94,167,21,3,1089,174,44
10729,tgb,152.8034,-29.2544,0,db,2,81,1270,25,1110,2,87,179,-10,3,1279,168,52
10730,tgb,152.8044,-29.2634,0,db,2,77,1176,17,1080,2,89,180,5,3,1219,156,52
10732,tgb,152.8076,-29.1985,0,db,3,75,1158,44,1110,1,89,186,-37,3,1939,150,52
10733,tgb,152.8101,-31.6539,0,db,3,89,1538,2,1330,1,86,177,0,5,1569,258,54
10734,tgb,152.8155,-31.6214,0,db,2,89,1560,20,1100,2,84,176,-2,2,1339,264,55
10735,tgb,152.8162,-28.5045,0,db,3,92,1576,49,990,5,78,165,10,1,1169,192,52
10736,tgb,152.8221,-30.3365,0,db,1,94,2442,21,1250,2,85,138,-10,1,1679,360,-3
10737,tgb,152.8265,-28.3906,0,db,1,85,1392,77,1029,5,89,172,-34,1,1359,174,46
10738,tgb,152.8272,-29.1904,0,db,3,75,1152,27,1090,2,89,182,3,3,1169,150,51
10067,tgb,151.717,-32.1419,0,db,1,92,1652,69,1000,2,84,138,-13,2,1219,264,-2
10739,tgb,152.8276,-30.1912,0,db,3,86,1474,14,1129,2,90,158,11,2,1179,228,30
10740,tgb,152.8282,-29.1813,0,db,3,72,1124,21,1070,1,91,182,15,3,1189,144,50
10741,tgb,152.8285,-30.2382,0,db,4,86,1586,26,1120,2,91,158,2,2,1349,234,29
10742,tgb,152.8339,-30.1145,0,db,3,88,1470,27,1100,2,86,158,-1,3,1389,228,30
10743,tgb,152.8352,-29.3172,0,db,2,78,1352,58,1000,1,91,170,15,3,1159,180,47
10744,tgb,152.836,-30.1154,0,db,3,87,1484,31,1049,2,86,158,9,3,1209,234,29
10748,tgb,152.8413,-30.0667,0,db,2,83,1278,45,1039,2,84,178,3,3,1179,174,63
10750,tgb,152.8421,-31.4753,0,db,3,87,1436,4,1129,3,86,179,-1,2,1349,240,55
10753,tgb,152.853,-29.1642,0,db,3,71,1072,9,1090,2,90,188,0,3,1389,138,54
10754,tgb,152.8562,-31.1947,0,db,2,88,1448,5,1129,2,88,181,9,3,1249,216,61
10006,tgb,151.2759,-32.1493,0,db,2,88,1330,44,1029,2,84,125,10,3,1189,276,-17
10068,tgb,151.7213,-32.215,0,db,2,89,1600,62,1100,2,86,147,23,2,1179,240,12
10755,tgb,152.8578,-29.3574,0,db,2,81,1266,31,1070,1,87,178,18,3,1139,174,53
10758,tgb,152.8673,-31.4861,0,db,3,87,1474,5,1129,3,87,178,11,2,1199,246,56
10759,tgb,152.8716,-31.4825,0,db,3,88,1486,7,1139,2,86,179,0,2,1349,246,55
10760,tgb,152.8731,-30.3239,0,db,1,91,2380,68,959,2,94,148,-24,1,1229,354,1
10761,tgb,152.8764,-28.4385,0,db,3,83,1190,30,1080,5,90,191,-9,9,2009,150,51
10763,tgb,152.8819,-29.926,0,db,4,72,1118,60,1029,2,87,187,-7,3,1309,150,68
10765,tgb,152.8861,-29.8348,0,db,4,67,1056,7,1070,2,89,188,2,3,1359,138,66
10767,tgb,152.8917,-30.4196,0,db,3,87,1946,17,1120,2,86,186,-6,2,1289,252,72
10769,tgb,152.901,-28.3284,0,db,1,89,1306,72,1049,5,88,168,16,2,1109,162,51
10770,tgb,152.9027,-29.3726,0,db,2,78,1214,35,1080,1,86,184,18,3,1169,168,56
10069,tgb,151.728,-32.1177,0,db,1,90,1494,63,990,2,80,138,-2,2,1189,222,-2
10772,tgb,152.9059,-29.4513,0,db,2,76,1180,12,1110,1,89,186,0,3,1269,168,59
10773,tgb,152.9061,-28.3808,0,db,1,86,1328,66,1059,5,88,181,-22,2,1359,168,49
10774,tgb,152.9103,-29.4729,0,db,3,76,1184,14,1009,2,86,185,4,3,1289,168,59
10775,tgb,152.9108,-29.4681,0,db,2,75,1162,13,1100,1,91,185,10,3,1229,162,59
10777,tgb,152.9173,-28.4368,0,db,3,86,1480,47,1039,5,90,169,3,2,1199,174,47
10778,tgb,152.9173,-28.3781,0,db,1,89,1538,62,1110,5,90,168,-22,1,1199,186,50
10779,tgb,152.9183,-29.5019,0,db,3,73,1114,12,1059,2,90,188,-1,3,1419,156,62
10781,tgb,152.9206,-29.5076,0,db,3,75,1122,11,1059,2,88,187,-4,3,1449,156,62
10782,tgb,152.921,-30.2455,0,db,2,92,2040,16,1149,2,85,152,10,1,1249,312,14
10783,tgb,152.9221,-30.1227,0,db,2,91,1488,73,1019,2,72,177,14,2,1129,204,64
10070,tgb,151.7403,-32.2204,0,db,2,88,1434,39,1039,2,84,163,23,2,1139,198,44
10784,tgb,152.9224,-28.3754,0,db,1,91,1578,32,1120,5,86,165,-9,1,1409,192,55
10785,tgb,152.925,-29.3869,0,db,2,78,1234,25,1070,1,87,186,28,3,1129,174,58
10786,tgb,152.9255,-28.416,0,db,3,90,1496,70,990,5,82,170,-2,1,1279,180,47
10787,tgb,152.9273,-30.2283,0,db,3,92,1928,16,1200,2,86,155,-15,1,1879,294,23
10788,tgb,152.9295,-31.4618,0,db,1,88,1554,13,1120,2,88,179,-8,1,1329,258,60
10789,tgb,152.9304,-30.2392,0,db,3,94,2038,73,1049,2,68,151,31,1,1089,306,12
10790,tgb,152.9316,-31.4636,0,db,1,89,1566,16,1120,4,87,179,4,1,1149,264,58
10791,tgb,152.9417,-29.3937,0,db,2,77,1200,16,1080,1,87,188,8,3,1279,168,61
10792,tgb,152.9419,-30.0081,0,db,3,76,1278,33,1120,2,93,186,-6,3,1309,168,72
10793,tgb,152.9457,-29.3863,0,db,2,76,1188,17,1120,1,90,190,-8,3,1279,162,64
10071,tgb,151.7452,-31.6289,0,db,3,71,870,63,1009,2,85,173,-8,3,1199,114,57
10794,tgb,152.9467,-30.7887,0,db,3,85,1404,28,1139,2,90,184,5,2,1179,216,75
10796,tgb,152.9534,-29.9251,0,db,3,73,1178,15,1070,1,89,187,-5,3,1599,156,69
10797,tgb,152.9551,-30.6353,0,db,3,82,1444,10,1129,2,88,185,0,3,1379,204,70
10799,tgb,152.9574,-30.1525,0,db,3,82,1422,31,1110,2,91,180,15,2,1129,186,69
10802,tgb,152.9595,-30.0849,0,db,3,80,1382,16,1110,2,90,186,0,3,1689,180,74
10803,tgb,152.9619,-29.408,0,db,2,75,1182,11,1129,1,90,190,0,3,1279,162,65
10804,tgb,152.962,-29.1697,0,db,3,67,1000,2,1070,1,91,193,-1,3,1349,126,64
10806,tgb,152.964,-29.1715,0,db,2,66,998,4,1059,1,91,193,0,3,1499,126,64
10808,tgb,152.9647,-30.1751,0,db,3,80,1416,27,1100,2,91,183,1,2,1189,192,74
10809,tgb,152.9647,-30.1237,0,db,3,82,1390,23,1110,2,88,186,1,2,1199,186,75
10072,tgb,151.7495,-32.2505,0,db,3,91,1680,57,1070,2,81,145,1,2,1189,246,10
10810,tgb,152.9653,-29.3283,0,db,3,76,1212,8,1120,2,89,189,-6,3,1459,168,62
10811,tgb,152.9688,-30.1733,0,db,3,81,1416,27,1120,2,92,184,9,2,1149,192,76
10812,tgb,152.9709,-30.1706,0,db,3,82,1442,32,1120,2,89,185,-5,2,1849,198,76
10813,tgb,152.972,-30.1751,0,db,3,82,1462,26,1100,2,88,183,19,2,1109,192,74
10814,tgb,152.9793,-29.9387,0,db,2,73,1208,13,1100,1,89,187,-2,3,1379,156,70
10817,tgb,152.9834,-29.8971,0,db,3,73,1168,7,1110,2,88,187,3,3,1399,156,70
10818,tgb,152.9845,-29.3851,0,db,2,77,1228,9,1110,2,88,188,4,3,1239,168,63
10819,tgb,152.9859,-29.3151,0,db,3,76,1190,5,1110,2,90,190,0,3,1439,162,64
10820,tgb,152.9875,-30.2311,0,db,3,81,1582,38,1110,2,92,185,-1,2,1299,222,78
10821,tgb,152.9896,-30.2166,0,db,3,87,1650,48,1049,3,81,180,-9,2,1219,204,71
10073,tgb,151.7665,-31.6138,0,db,1,91,1190,28,1070,2,87,128,-14,2,1569,186,-20
10822,tgb,152.9949,-29.2076,0,db,3,69,1022,4,1090,2,90,191,-2,3,1569,132,63
10823,tgb,152.999,-29.3132,0,db,3,75,1198,11,1070,2,90,189,0,3,1329,162,63
10824,tgb,153.0063,-30.5361,0,db,3,82,1512,8,1159,2,87,185,-1,2,1439,204,71
10825,tgb,153.0133,-28.4088,0,db,2,90,1398,39,1059,5,86,178,7,1,1229,156,51
10826,tgb,153.0143,-28.4061,0,db,2,91,1470,60,1049,5,81,173,7,1,1299,168,50
10827,tgb,153.0146,-30.5216,0,db,3,82,1516,6,1159,2,88,186,-5,5,1539,204,68
10828,tgb,153.0163,-28.4115,0,db,2,89,1472,38,1120,5,90,179,-19,1,1819,168,52
10829,tgb,153.0163,-28.4097,0,db,2,88,1454,34,1139,5,87,178,3,1,1209,168,52
10831,tgb,153.0204,-28.4124,0,db,2,88,1482,50,1100,2,95,178,-31,1,1809,168,51
10833,tgb,153.0225,-28.4079,0,db,2,89,1550,83,1009,5,81,169,17,1,1129,174,50
10074,tgb,151.7731,-32.6251,0,db,3,73,1162,58,930,2,86,166,23,3,1129,222,53
10834,tgb,153.0225,-28.4043,0,db,2,89,1522,79,1090,5,88,171,-14,1,1349,174,51
10836,tgb,153.0235,-28.4151,0,db,2,88,1568,51,1059,5,91,170,-4,1,1179,180,50
10837,tgb,153.0245,-28.3989,0,db,2,91,1542,70,1100,4,83,169,-31,1,1699,174,50
10838,tgb,153.0255,-28.4178,0,db,3,91,1650,53,1090,5,80,170,-16,1,1319,186,51
10839,tgb,153.0265,-28.4142,0,db,2,88,1634,56,1039,5,87,169,-23,1,1209,186,50
10840,tgb,153.0281,-30.4215,0,db,2,85,1650,7,1159,2,88,186,4,2,1189,246,72
10843,tgb,153.0296,-28.4133,0,db,1,89,1666,65,1080,4,90,167,0,1,1169,192,55
10844,tgb,153.0301,-30.093,0,db,3,88,1602,64,1059,2,86,174,-11,2,1309,204,63
10845,tgb,153.0302,-30.407,0,db,3,85,1666,5,1179,2,88,186,2,2,1289,252,71
10846,tgb,153.031,-29.8096,0,db,2,74,1174,14,1029,2,88,186,7,3,1239,162,70
10077,tgb,151.8248,-32.004,0,db,2,81,1136,43,1110,2,91,166,-30,2,1799,144,49
10848,tgb,153.0327,-28.4115,0,db,1,90,1684,76,1080,4,88,166,-8,1,1309,192,56
10849,tgb,153.0332,-30.0975,0,db,3,90,1714,52,1009,2,78,169,-3,2,1309,228,54
10851,tgb,153.0368,-28.4061,0,db,1,93,1768,69,1149,4,92,162,-14,1,1259,204,55
10852,tgb,153.0417,-30.4621,0,db,4,83,1546,4,1320,1,88,186,-1,9,1329,222,70
10853,tgb,153.0427,-30.4576,0,db,3,83,1566,8,1080,2,87,186,7,2,1259,222,71
10854,tgb,153.051,-30.4512,0,db,3,83,1564,9,1159,2,88,186,-3,2,1289,228,71
10856,tgb,153.0553,-29.8306,0,db,3,73,1192,26,1090,2,91,187,-5,3,1509,156,70
10857,tgb,153.0571,-30.1769,0,db,3,85,1600,20,1159,3,89,185,-16,2,1899,204,78
10859,tgb,153.0582,-30.222,0,db,2,94,1920,90,1000,2,71,163,34,2,1109,252,44
10860,tgb,153.059,-29.834,0,db,3,77,1262,66,1019,5,90,185,-5,3,1299,156,71
10078,tgb,151.839,-31.72,0,db,3,83,1036,48,1009,2,82,175,12,2,1139,126,63
10862,tgb,153.0612,-30.028,0,db,1,89,1578,53,1080,1,79,170,34,3,1059,192,56
10863,tgb,153.0623,-30.1814,0,db,3,85,1608,25,1149,3,88,183,-6,2,1289,204,77
10866,tgb,153.0667,-30.4167,0,db,3,84,1606,3,1340,1,88,186,0,5,1729,234,71
10867,tgb,153.0687,-30.4097,0,db,3,85,1624,3,1330,1,87,186,0,5,1559,240,71
10868,tgb,153.0698,-30.4377,0,db,2,84,1568,4,1370,1,88,186,1,5,1419,228,71
10869,tgb,153.0715,-29.3513,0,db,3,82,1340,34,1090,2,90,180,9,3,1209,180,58
10870,tgb,153.0724,-29.3421,0,db,3,80,1328,38,1029,2,89,179,20,3,1139,180,59
10871,tgb,153.0729,-30.4025,0,db,3,84,1634,2,1330,1,88,186,0,5,1499,240,71
10873,tgb,153.0732,-30.9015,0,db,1,85,1474,54,1070,2,88,185,-3,2,1189,234,88
10874,tgb,153.0737,-30.1128,0,db,2,91,1746,57,1100,2,72,164,19,2,1149,228,48
10079,tgb,151.8911,-30.0486,0,db,3,82,936,29,1000,1,88,118,3,6,1189,174,0
10875,tgb,153.0766,-28.3817,0,db,1,94,1918,44,1139,4,90,154,-24,1,1499,228,42
10876,tgb,153.0783,-29.347,0,db,3,81,1318,20,1100,1,89,180,15,3,1189,180,59
10877,tgb,153.0789,-30.0695,0,db,3,91,1670,59,1059,2,83,171,4,2,1219,210,59
10879,tgb,153.0815,-29.3359,0,db,3,78,1314,28,1029,1,90,181,4,3,1159,180,59
10880,tgb,153.0837,-28.3781,0,db,1,95,2056,73,1090,4,74,145,14,1,1179,258,31
10881,tgb,153.084,-30.065,0,db,3,91,1668,63,1049,2,73,169,-8,2,1259,210,56
10882,tgb,153.0855,-29.3087,0,db,3,76,1222,31,1090,1,94,182,17,3,1149,156,58
10885,tgb,153.0932,-29.8565,0,db,4,75,1220,4,1120,2,90,187,1,3,1349,156,70
10886,tgb,153.0959,-28.3853,0,db,3,94,2134,39,1190,4,90,146,-10,1,1339,264,32
10887,tgb,153.0977,-30.2455,0,db,2,87,1770,36,1190,3,88,184,-21,2,2019,210,80
10007,tgb,151.2803,-32.1413,0,db,1,88,1328,54,1019,5,86,126,-17,3,1399,276,-16
10080,tgb,151.9049,-31.6782,0,db,1,77,1138,78,959,2,91,165,3,3,1229,144,43
10889,tgb,153.103,-30.3492,0,db,3,85,1698,3,1340,1,88,187,0,5,1039,246,72
10890,tgb,153.11,-30.0704,0,db,3,81,1468,21,1149,2,89,186,2,3,1229,174,74
10891,tgb,153.1185,-28.5008,0,db,1,92,1966,60,1009,4,85,168,-4,2,1199,222,53
10892,tgb,153.1185,-28.4981,0,db,1,92,1992,50,1179,4,84,167,33,2,1089,228,55
10893,tgb,153.1247,-28.4936,0,db,2,91,2052,77,1029,4,85,161,70,1,1029,234,53
10894,tgb,153.1257,-30.1886,0,db,3,81,1544,23,1100,2,88,186,-2,2,1579,204,73
10895,tgb,153.1264,-29.9151,0,db,3,84,1490,39,970,1,84,172,43,3,1119,180,60
10897,tgb,153.1275,-29.9503,0,db,3,80,1348,31,1100,2,88,186,-5,2,1429,126,75
10898,tgb,153.1277,-30.1191,0,db,2,86,1674,27,1139,3,88,182,13,2,1109,198,75
10899,tgb,153.1287,-28.49,0,db,3,93,2146,89,1070,4,81,158,28,1,1129,240,50
10081,tgb,151.9153,-32.5894,0,db,2,73,1136,2,1120,2,86,173,0,3,1409,234,51
10900,tgb,153.1305,-29.87,0,db,3,81,1328,50,1019,2,85,183,6,3,1199,150,71
10901,tgb,153.1318,-30.1164,0,db,3,84,1658,30,1090,3,89,183,16,2,1159,204,77
10902,tgb,153.1339,-30.1128,0,db,3,82,1604,28,1139,2,91,185,29,2,1119,204,78
10903,tgb,153.1358,-29.9539,0,db,3,79,1362,8,1139,2,88,186,-7,3,1809,126,75
10904,tgb,153.136,-30.1055,0,db,3,83,1600,15,1169,2,88,186,4,2,1239,198,77
10909,tgb,153.1464,-30.1218,0,db,2,83,1684,31,1100,2,86,186,-21,2,1279,210,73
10911,tgb,153.1494,-30.0721,0,db,3,83,1552,13,1149,2,88,186,6,3,1219,186,75
10914,tgb,153.1546,-30.0658,0,db,3,82,1524,15,1149,2,88,186,18,3,1169,180,77
10915,tgb,153.1554,-29.9413,0,db,3,78,1330,4,1110,2,88,187,-2,3,1669,150,74
10916,tgb,153.1598,-30.0658,0,db,3,82,1528,18,1149,2,88,186,-5,3,1379,186,74
10082,tgb,151.9259,-29.9975,0,db,1,92,990,53,899,1,68,124,12,3,1119,180,1
10919,tgb,153.1634,-29.2773,0,db,3,78,1274,13,1110,2,90,190,3,3,1339,174,68
10921,tgb,153.1675,-28.4696,0,db,3,88,1620,29,1129,2,91,179,5,1,1259,174,56
10922,tgb,153.1679,-29.9458,0,db,4,79,1346,9,1120,2,88,187,5,5,1269,150,74
10923,tgb,153.1706,-29.2346,0,db,3,76,1194,1,1110,1,90,192,0,3,1259,168,71
10925,tgb,153.1769,-29.1976,0,db,3,75,1174,6,1080,4,91,193,0,3,1579,168,71
10926,tgb,153.1829,-29.647,0,db,2,83,1430,15,1120,2,87,187,2,3,1159,222,72
10927,tgb,153.1881,-29.7913,0,db,2,79,1302,7,1100,2,88,186,6,3,1229,174,73
10929,tgb,153.1962,-30.1389,0,db,3,82,1614,4,1159,2,88,187,0,5,1659,228,74
10930,tgb,153.2032,-29.2227,0,db,2,77,1210,32,1100,1,93,186,9,3,1249,174,62
10931,tgb,153.2073,-29.9782,0,db,2,78,1366,1,1049,2,89,187,0,5,1039,174,74
10083,tgb,151.9279,-32.6066,0,db,2,73,1146,3,1090,2,86,174,6,5,1259,234,50
10932,tgb,153.2084,-29.9908,0,db,3,78,1368,2,1120,4,89,188,-1,5,1312,180,74
10933,tgb,153.2121,-29.7706,0,db,3,79,1328,9,1120,2,89,187,-4,3,1429,186,74
10934,tgb,153.2123,-29.7628,0,db,2,80,1338,10,1129,2,88,186,2,3,1189,192,74
10935,tgb,153.2145,-29.4557,0,db,3,78,1318,36,1070,1,87,186,20,3,1159,192,67
10936,tgb,153.2207,-29.9493,0,db,2,78,1368,5,1110,2,89,187,-2,3,1619,174,74
10937,tgb,153.2214,-29.8022,0,db,2,78,1282,3,1100,2,89,187,5,3,1279,180,74
10938,tgb,153.2219,-29.1503,0,db,3,81,1316,14,1110,1,88,184,7,3,1239,192,60
10939,tgb,153.2229,-29.9836,0,db,2,79,1380,3,1309,1,89,188,0,5,1269,180,75
10940,tgb,153.2229,-29.9809,0,db,2,79,1378,3,1289,1,89,188,-1,5,1312,180,74
10941,tgb,153.2238,-29.7119,0,db,2,81,1394,10,1159,2,88,187,-5,3,1749,210,74
10084,tgb,151.9299,-30.0128,0,db,2,74,888,11,1039,1,90,129,4,6,1249,156,0
10943,tgb,153.2268,-29.8979,0,db,2,82,1464,39,1019,2,86,185,-13,3,1219,174,76
10944,tgb,153.2282,-29.2726,0,db,3,78,1278,4,1110,2,89,190,2,3,1379,186,72
10945,tgb,153.2292,-29.1054,0,db,2,78,1244,14,1090,1,88,192,19,3,1149,186,69
10946,tgb,153.2308,-29.6731,0,db,3,85,1570,31,1059,2,86,182,28,3,1139,228,69
10947,tgb,153.2311,-29.9511,0,db,2,78,1396,16,1100,2,92,186,7,3,1269,174,75
10948,tgb,153.2348,-28.4131,0,db,1,92,2106,73,1009,4,86,159,88,3,1019,228,54
10949,tgb,153.2369,-29.6815,0,db,3,84,1494,9,1139,2,88,186,19,3,1159,228,73
10950,tgb,153.2384,-29.9637,0,db,1,80,1408,8,1110,2,87,187,-1,5,1449,180,75
10951,tgb,153.2394,-29.9664,0,db,1,80,1394,3,1289,1,88,188,1,5,1389,180,75
10952,tgb,153.2397,-29.6506,0,db,3,86,1640,36,1039,2,86,182,10,3,1189,240,69
10085,tgb,151.932,-30.0083,0,db,1,74,898,20,1039,1,90,127,17,6,1129,156,1
10953,tgb,153.2404,-29.9529,0,db,4,79,1388,8,1120,2,89,187,6,9,1259,180,75
10954,tgb,153.2435,-29.952,0,db,2,79,1388,6,1309,1,89,187,6,5,1329,180,75
10955,tgb,153.2436,-29.961,0,db,1,80,1392,7,1289,1,88,188,-2,5,1539,180,75
10957,tgb,153.2446,-29.9529,0,db,2,80,1388,6,1320,1,89,187,2,5,1309,180,74
10958,tgb,153.2446,-29.9484,0,db,1,79,1386,5,1320,1,89,187,-7,5,1259,180,75
10959,tgb,153.2446,-29.9438,0,db,2,79,1380,6,1320,1,89,188,0,5,1279,180,75
10960,tgb,153.2456,-29.9529,0,db,2,80,1388,7,1320,1,89,187,-1,5,1229,180,75
10961,tgb,153.2466,-29.9529,0,db,2,80,1388,7,1320,1,89,187,-1,5,1229,180,75
10962,tgb,153.2497,-29.9474,0,db,1,80,1388,7,1309,1,89,187,-2,5,1579,180,75
