siteid,spid,x,y,occ,group,age,deficit,dem,hillshade,mas,mat,r2pet,rain,slope,sseas,toxicats,tseas,vpd
20053,tgb,2057892,5440151,0,plant,2,0,36,179,1242,97,48,1436,0,-26,1,90,33
20523,tgb,2339900,5645600,0,plant,2,45,408,53,1307,94,18,773,22,28,1,-198,37
20524,tgb,2340000,5754000,0,plant,0,0,779,169,1402,82,40,1758,5,-25,0,-74,45
20525,tgb,2340000,5765000,0,plant,2,0,1070,209,1362,68,124,4954,15,9,1,10,32
20527,tgb,2340000,5818000,0,plant,1,0,34,180,1304,114,75,2833,0,44,1,-44,26
20528,tgb,2341000,5536000,0,plant,2,133,59,182,1275,103,16,631,7,13,1,-71,40
20529,tgb,2341000,5628000,0,plant,2,39,433,88,1296,92,19,794,19,32,1,-137,36
20530,tgb,2341000,5629000,0,plant,2,6,588,172,1295,86,22,901,23,33,1,-115,33
20532,tgb,2342000,5820300,0,plant,2,0,19,179,1305,114,76,2912,0,45,1,-24,26
20533,tgb,2342000,5821000,0,plant,2,0,30,185,1306,114,76,2907,1,44,1,-24,26
20535,tgb,2345000,5824000,0,plant,2,0,95,186,1306,111,79,2989,1,45,1,6,25
20054,tgb,2057900,5440200,0,plant,2,0,35,181,1242,97,48,1435,0,-26,1,90,33
20538,tgb,2346690,5797885,0,plant,2,0,304,173,1294,102,192,7263,20,50,1,-90,21
20539,tgb,2346700,5831400,0,plant,1,0,21,182,1307,115,73,2820,1,46,1,24,27
20540,tgb,2347000,5629000,0,plant,2,70,279,185,1297,99,17,724,3,31,1,-120,38
20541,tgb,2347600,5736200,0,plant,2,29,658,84,1405,88,24,1081,14,-32,1,-126,49
20542,tgb,2347800,5787000,0,plant,2,0,366,187,1310,100,184,7355,10,42,1,-110,29
20543,tgb,2348000,5610000,0,plant,2,34,450,118,1283,91,21,847,24,37,1,-77,34
20544,tgb,2348000,5814000,0,plant,1,0,42,177,1302,114,89,3416,0,46,1,-64,26
20545,tgb,2348000,5823000,0,plant,1,0,19,180,1305,115,82,3143,0,46,1,-15,26
20546,tgb,2348000,5833000,0,plant,1,0,19,180,1307,115,72,2787,0,47,1,34,27
20547,tgb,2348200,5787300,0,plant,2,0,430,228,1308,97,188,7371,25,43,1,-99,27
20055,tgb,2058100,5441300,0,plant,2,0,420,175,1231,78,61,1719,22,-16,1,186,25
20548,tgb,2348600,5787200,0,plant,2,0,648,240,1305,88,200,7522,31,46,1,-66,22
20549,tgb,2348800,5787200,0,plant,2,0,773,238,1303,82,208,7614,30,47,1,-44,20
20550,tgb,2349000,5814000,0,plant,1,0,33,179,1302,114,92,3545,0,46,1,-54,26
20551,tgb,2350000,5640000,0,plant,2,63,314,173,1304,97,17,743,2,28,1,-129,37
20552,tgb,2350000,5830000,0,plant,2,0,60,182,1306,113,77,2971,5,47,1,25,26
20553,tgb,2351500,5823900,0,plant,2,0,93,185,1305,112,86,3281,2,46,1,-4,25
20554,tgb,2352000,5812000,0,plant,1,0,38,180,1301,114,107,4173,0,46,1,-74,26
20555,tgb,2352800,5637600,0,plant,2,108,205,137,1304,102,15,657,10,27,1,-100,39
20556,tgb,2353000,5836000,0,plant,2,0,36,181,1306,115,71,2789,1,49,1,44,27
20557,tgb,2354000,5780000,0,plant,2,0,880,203,1337,77,121,4715,22,26,1,-32,30
20056,tgb,2058304,5512029,0,plant,2,0,1347,104,1188,37,186,4634,35,34,1,320,0
20558,tgb,2354000,5813000,0,plant,1,0,41,182,1301,114,110,4295,0,47,1,-64,26
20559,tgb,2357000,5817000,0,plant,2,0,310,90,1299,102,114,4273,26,50,1,-20,20
20560,tgb,2357000,5821000,0,plant,2,0,135,169,1303,110,101,3886,2,47,1,-13,24
20561,tgb,2357400,5794100,0,plant,2,0,900,146,1290,76,252,8617,29,55,1,-22,12
20562,tgb,2357500,5759700,0,plant,2,0,800,225,1393,82,33,1474,25,-19,1,-74,43
20563,tgb,2358000,5817000,0,plant,0,0,134,180,1301,110,112,4342,0,48,0,-33,24
20564,tgb,2358600,5763700,0,plant,2,7,659,180,1391,88,31,1385,6,-16,1,-106,45
20565,tgb,2358600,5803300,0,plant,2,0,438,180,1294,97,180,6638,6,52,1,-49,18
20566,tgb,2358800,5832900,0,plant,2,0,210,166,1304,107,84,3172,9,49,1,27,22
20567,tgb,2359000,5819000,0,plant,0,0,134,180,1302,110,110,4244,0,48,0,-23,24
20003,tgb,2010000,5468000,0,plant,1,0,18,171,1197,96,113,3456,7,9,1,160,18
20058,tgb,2058600,5429000,0,plant,2,0,303,176,1229,84,57,1625,1,-18,1,154,27
20568,tgb,2359700,5761200,0,plant,2,0,1005,213,1385,72,38,1602,33,-12,1,-21,39
20569,tgb,2360000,5687000,0,plant,2,0,341,152,1330,97,24,1064,9,14,1,-219,39
20571,tgb,2360000,5800000,0,plant,2,0,1260,118,1280,57,248,7802,28,64,1,63,2
20572,tgb,2360000,5815000,0,plant,2,0,152,183,1301,109,124,4791,1,48,1,-43,24
20573,tgb,2360000,5816000,0,plant,2,0,157,175,1301,109,121,4672,5,48,1,-43,24
20574,tgb,2360300,5813300,0,plant,2,0,159,188,1300,109,131,5047,4,48,1,-53,24
20575,tgb,2360500,5688100,0,plant,2,0,336,172,1331,97,24,1067,11,13,1,-209,39
20577,tgb,2361700,5813500,0,plant,2,0,784,240,1291,81,157,5384,30,57,1,-4,11
20578,tgb,2362000,5837000,0,plant,2,0,142,181,1304,111,80,3059,0,50,1,36,24
20579,tgb,2363000,5796000,0,plant,2,0,800,249,1298,81,200,7074,30,51,1,-44,17
20059,tgb,2058600,5429900,0,plant,2,0,315,178,1230,83,57,1631,1,-18,1,165,27
20580,tgb,2363000,5848000,0,plant,2,0,27,186,1305,117,70,2771,2,52,1,74,27
20582,tgb,2363300,5861200,0,plant,2,0,88,211,1307,115,65,2566,18,53,1,94,25
20585,tgb,2363800,5806200,0,plant,2,0,413,204,1298,98,177,6610,29,50,1,-49,20
20586,tgb,2363900,5755900,0,plant,2,29,898,172,1393,77,25,1066,15,-20,1,-42,43
20587,tgb,2364000,5690000,0,plant,2,0,298,161,1333,99,26,1155,7,12,1,-210,39
20588,tgb,2364400,5851900,0,plant,2,0,213,192,1305,108,74,2862,13,53,1,57,23
20589,tgb,2364500,5803700,0,plant,2,0,621,107,1296,88,198,7120,26,52,1,-36,17
20590,tgb,2365000,5694000,0,plant,2,0,260,181,1338,101,23,1040,5,9,1,-220,40
20591,tgb,2365000,5793000,0,plant,2,0,1950,248,1288,21,273,7725,38,61,1,235,0
20592,tgb,2365300,5864000,0,plant,1,0,19,180,1307,119,65,2598,0,53,1,93,26
20060,tgb,2058700,5513100,0,plant,2,0,1093,198,1195,49,169,4439,23,29,1,276,0
20593,tgb,2365400,5854800,0,plant,2,0,133,128,1306,112,72,2810,17,53,1,75,24
20594,tgb,2366000,5710000,0,plant,2,0,563,176,1356,91,25,1106,6,0,1,-127,38
20595,tgb,2366000,5865000,0,plant,2,0,38,192,1308,118,67,2643,4,52,1,83,26
20596,tgb,2366100,5803300,0,plant,2,0,470,213,1300,96,182,6792,28,49,1,-49,21
20597,tgb,2366500,5804200,0,plant,2,0,469,219,1299,96,181,6738,23,50,1,-49,21
20598,tgb,2366700,5804300,0,plant,2,0,494,221,1299,95,181,6736,26,50,1,-48,21
20599,tgb,2366700,5805200,0,plant,2,0,588,82,1297,90,188,6824,28,52,1,-37,18
20600,tgb,2366953,5784806,0,plant,2,0,779,194,1356,82,82,3432,11,12,1,-54,36
20601,tgb,2367000,5698000,0,plant,2,0,503,235,1336,92,26,1130,17,12,1,-137,35
20603,tgb,2367000,5872226,0,plant,2,0,84,195,1310,115,70,2757,14,52,1,64,25
20061,tgb,2059000,5539000,0,plant,2,0,916,191,1200,59,176,5088,24,36,1,232,0
20604,tgb,2367200,5804300,0,plant,2,0,730,210,1296,84,196,6963,27,53,1,-35,15
20605,tgb,2368000,5699000,0,plant,2,0,354,167,1341,98,23,1042,5,7,1,-179,39
20607,tgb,2368000,5701000,0,plant,2,0,712,133,1339,85,31,1259,23,11,1,-75,32
20608,tgb,2368000,5871000,0,plant,2,0,268,215,1309,106,77,2947,21,53,1,37,21
20609,tgb,2368300,5875500,0,plant,2,0,35,221,1312,117,68,2652,27,50,1,54,27
20610,tgb,2368953,5698880,0,plant,2,0,318,175,1342,99,22,1021,1,6,1,-190,39
20611,tgb,2369000,5698900,0,plant,2,0,315,176,1342,99,22,1020,1,6,1,-190,39
20612,tgb,2369400,5698300,0,plant,2,0,295,175,1342,100,22,1008,1,6,1,-190,39
20613,tgb,2369500,5872700,0,plant,2,0,220,241,1310,108,81,3144,34,52,1,37,22
20614,tgb,2370000,5697000,0,plant,2,0,259,177,1341,101,21,990,0,6,1,-200,40
20062,tgb,2059100,5512100,0,plant,2,0,1277,220,1190,40,181,4556,25,32,1,309,0
20615,tgb,2370000,5699000,0,plant,2,0,290,177,1343,100,22,1002,1,5,1,-190,40
20616,tgb,2370000,5700000,0,plant,2,0,322,166,1345,99,22,1024,4,4,1,-180,39
20617,tgb,2370000,5710000,0,plant,0,0,337,179,1363,99,22,1052,2,-6,0,-170,42
20618,tgb,2370000,5740000,0,plant,2,0,961,192,1381,74,30,1252,10,-14,1,-11,39
20624,tgb,2370113,5761634,0,plant,2,0,1325,229,1378,55,39,1516,30,-6,1,64,32
20626,tgb,2370800,5700000,0,plant,2,0,259,175,1347,101,21,984,1,2,1,-190,40
20627,tgb,2371400,5891200,0,plant,1,0,4,182,1318,119,63,2468,0,48,1,33,25
20628,tgb,2372000,5883000,0,plant,2,0,210,203,1314,109,74,2847,26,50,1,16,22
20629,tgb,2372700,5845400,0,plant,2,0,310,175,1303,103,91,3426,2,53,1,18,21
20632,tgb,2373000,5872000,0,plant,2,0,818,168,1305,79,104,3600,21,57,1,36,10
20063,tgb,2059217,5512045,0,plant,2,0,1303,232,1190,38,183,4573,25,32,1,319,0
20633,tgb,2373000,5883000,0,plant,2,0,375,189,1312,101,79,2986,25,52,1,9,19
20634,tgb,2373000,5900000,0,plant,2,0,67,200,1323,116,64,2542,11,47,1,34,25
20635,tgb,2373000,5901000,0,plant,2,0,44,191,1325,117,63,2488,4,45,1,34,26
20636,tgb,2373400,5898400,0,plant,2,0,22,178,1322,118,64,2542,26,47,1,33,25
20637,tgb,2373500,5872200,0,plant,2,0,923,208,1304,73,108,3652,17,57,1,58,8
20640,tgb,2374000,5835000,0,plant,2,0,1050,74,1291,67,141,4556,27,62,1,30,4
20641,tgb,2374000,5863000,0,plant,2,0,109,152,1308,114,83,3286,12,52,1,15,25
20642,tgb,2374000,5864000,0,plant,2,0,376,99,1307,100,91,3442,24,54,1,19,19
20643,tgb,2374500,5863000,0,plant,2,0,53,139,1308,116,82,3245,8,52,1,24,26
20645,tgb,2375000,5724000,0,plant,2,42,435,177,1381,97,20,913,0,-19,1,-109,45
20064,tgb,2060000,5504000,0,plant,1,0,201,180,1216,91,121,3695,9,4,1,142,21
20646,tgb,2375000,5871000,0,plant,2,0,608,108,1307,89,103,3726,24,55,1,23,14
20647,tgb,2375000,5892000,0,plant,2,0,248,241,1314,107,78,2931,23,53,1,7,20
20648,tgb,2375000,5895000,0,plant,1,0,55,206,1318,117,70,2738,6,50,1,4,24
20649,tgb,2375135,5838544,0,plant,2,0,216,205,1303,107,97,3700,9,52,1,7,22
20650,tgb,2375209,5732462,0,plant,2,0,855,228,1372,79,34,1468,17,-9,1,-23,36
20651,tgb,2375291,5727891,0,plant,2,0,621,165,1377,90,26,1161,8,-14,1,-77,40
20652,tgb,2376000,5762000,0,plant,2,58,1040,135,1384,70,22,896,30,-13,1,-10,38
20653,tgb,2376000,5892000,0,plant,2,0,205,229,1315,109,77,2938,20,52,1,6,20
20654,tgb,2376000,5893000,0,plant,2,0,188,143,1315,110,77,2940,18,52,1,6,21
20655,tgb,2376400,5731100,0,plant,2,0,1195,213,1365,62,45,1744,15,-3,1,61,29
20067,tgb,2060000,5560000,0,plant,2,0,610,230,1211,74,172,5493,28,36,1,188,4
20656,tgb,2377500,5878600,0,plant,2,0,880,111,1306,76,106,3606,18,58,1,37,8
20657,tgb,2379000,5850000,0,plant,2,0,146,197,1306,111,85,3245,5,52,1,-3,25
20658,tgb,2379000,5851000,0,plant,2,0,144,178,1306,111,84,3205,1,52,1,-3,25
20659,tgb,2379000,5878000,0,plant,2,0,660,195,1308,86,100,3558,28,56,1,24,13
20661,tgb,2380000,5800000,0,plant,2,0,1815,135,1299,27,212,6323,39,54,1,203,3
20662,tgb,2380400,5688500,0,plant,2,37,162,178,1344,105,19,848,0,0,1,-191,40
20663,tgb,2380700,5914700,0,plant,2,0,140,184,1331,113,75,2905,1,44,1,35,23
20664,tgb,2380700,5917400,0,plant,2,0,181,171,1332,111,76,2964,1,44,1,46,22
20665,tgb,2381000,5838000,0,plant,2,0,278,116,1303,104,110,4107,30,52,1,-11,22
20667,tgb,2381200,5893200,0,plant,2,0,180,189,1317,110,81,3065,23,51,1,-23,21
20068,tgb,2061000,5561000,0,plant,2,0,618,132,1211,74,173,5530,39,37,1,178,4
20668,tgb,2381600,5913500,0,plant,2,0,210,172,1330,109,78,3014,13,45,1,36,22
20669,tgb,2382000,5841000,0,plant,0,0,89,180,1305,113,96,3704,0,51,0,-24,26
20670,tgb,2382000,5936000,0,plant,2,0,15,192,1355,120,57,2372,2,30,1,113,28
20671,tgb,2383000,5804000,0,plant,2,0,910,147,1310,76,151,5452,28,45,1,-42,21
20672,tgb,2383000,5846000,0,plant,0,0,89,179,1306,114,79,3037,0,51,0,-34,27
20673,tgb,2384000,5830000,0,plant,2,0,139,181,1304,111,115,4419,0,49,1,-53,26
20674,tgb,2384000,5868000,0,plant,2,0,64,179,1311,115,72,2692,1,50,1,-55,27
20675,tgb,2384000,5877000,0,plant,2,0,159,183,1313,111,80,2994,15,50,1,-63,24
20676,tgb,2384583,5842097,0,plant,0,0,89,180,1305,113,85,3270,0,51,0,-34,27
20678,tgb,2384900,5779400,0,plant,2,0,898,205,1381,77,41,1698,13,-7,1,-52,39
20069,tgb,2062000,5539000,0,plant,2,0,1305,253,1193,39,199,5281,41,43,1,309,0
20679,tgb,2384900,5779500,0,plant,2,0,891,208,1381,78,41,1697,12,-7,1,-63,39
20680,tgb,2385000,5741000,0,plant,2,0,728,225,1381,86,37,1640,26,-16,1,-45,40
20681,tgb,2385000,5830000,0,plant,2,0,157,188,1304,110,114,4372,2,49,1,-43,26
20682,tgb,2385000,5833000,0,plant,1,0,120,199,1304,112,109,4180,15,50,1,-54,26
20683,tgb,2385000,5841000,0,plant,0,0,89,180,1305,113,87,3344,0,51,0,-44,27
20684,tgb,2385000,5925000,0,plant,2,0,58,173,1336,118,70,2820,5,44,1,63,23
20686,tgb,2386000,5809000,0,plant,2,0,1577,122,1291,39,210,6270,26,60,1,129,3
20688,tgb,2387000,5844000,0,plant,0,0,96,180,1306,113,78,2994,0,51,0,-54,28
20689,tgb,2387339,5826050,0,plant,2,0,1430,145,1287,47,192,5760,20,64,1,86,0
20691,tgb,2388000,5799000,0,plant,2,0,1048,240,1332,69,101,3871,23,31,1,-20,27
20004,tgb,2010000,5470000,0,plant,2,0,95,213,1197,93,115,3481,18,10,1,161,17
20070,tgb,2062000,5558000,0,plant,1,0,10,181,1229,102,134,4772,2,19,1,69,18
20692,tgb,2388000,5800000,0,plant,1,0,735,182,1337,84,91,3685,7,27,1,-55,33
20694,tgb,2388600,5868200,0,plant,2,0,194,189,1310,109,71,2573,15,51,1,-83,24
20695,tgb,2388815,5743771,0,plant,2,0,1535,98,1375,43,54,2049,24,-10,1,158,25
20696,tgb,2389000,5843000,0,plant,1,0,114,184,1307,112,80,3063,1,49,1,-54,28
20698,tgb,2390000,5800000,0,plant,0,0,680,178,1344,87,78,3255,0,22,0,-66,36
20699,tgb,2390000,5801000,0,plant,2,0,790,125,1337,82,90,3615,23,28,1,-64,32
20700,tgb,2390000,5810000,0,plant,2,0,1570,63,1295,40,198,5981,33,57,1,119,5
20701,tgb,2390000,5817000,0,plant,2,0,1453,175,1289,46,195,5885,29,61,1,87,2
20702,tgb,2390000,5839000,0,plant,1,0,112,182,1306,112,86,3323,0,50,1,-64,28
20703,tgb,2390000,5849000,0,plant,2,0,216,187,1307,107,76,2831,2,50,1,-52,26
20071,tgb,2063000,5505000,0,plant,0,0,178,176,1219,92,116,3559,2,3,0,122,22
20704,tgb,2390000,5930000,0,plant,2,0,56,182,1340,118,70,2813,0,42,1,73,23
20705,tgb,2390200,5903600,0,plant,2,0,1270,200,1308,56,136,4257,24,64,1,83,0
20706,tgb,2390600,5903100,0,plant,2,0,1048,204,1312,68,125,4080,23,60,1,40,4
20707,tgb,2390700,5834500,0,plant,2,0,203,206,1305,108,99,3746,15,50,1,-52,26
20708,tgb,2391000,5805000,0,plant,2,0,1516,107,1313,42,162,5329,26,44,1,108,12
20709,tgb,2391000,5806000,0,plant,2,0,1610,100,1308,37,174,5520,22,48,1,140,9
20710,tgb,2391000,5809000,0,plant,2,0,1178,174,1308,62,157,5354,30,47,1,1,16
20711,tgb,2391000,5810000,0,plant,2,0,1405,144,1301,49,179,5683,33,52,1,76,9
20712,tgb,2391000,5813000,0,plant,2,0,1365,103,1294,51,187,5824,43,58,1,65,7
20713,tgb,2391000,5815000,0,plant,2,0,497,157,1306,95,136,5062,18,48,1,-38,25
20072,tgb,2063000,5561000,0,plant,2,0,215,150,1223,92,148,5109,15,27,1,112,13
20714,tgb,2391000,5839000,0,plant,1,0,117,181,1306,112,86,3311,0,50,1,-74,28
20715,tgb,2391000,5840000,0,plant,0,0,110,179,1307,112,84,3237,0,49,0,-64,28
20716,tgb,2391000,5842000,0,plant,2,0,117,196,1307,112,81,3118,5,49,1,-74,28
20718,tgb,2391000,5938000,0,plant,2,0,9,181,1359,120,60,2455,0,28,1,113,29
20719,tgb,2391200,5739900,0,plant,2,0,1100,162,1380,67,55,2234,23,-15,1,40,32
20720,tgb,2391400,5737300,0,plant,2,0,516,169,1387,96,40,1832,3,-23,1,-39,43
20721,tgb,2391900,5811100,0,plant,2,0,910,189,1309,76,144,5150,17,46,1,-42,21
20722,tgb,2392000,5806000,0,plant,2,0,1200,145,1318,60,141,5003,35,40,1,22,20
20723,tgb,2392000,5807000,0,plant,2,0,1040,128,1319,69,135,4932,32,40,1,-20,22
20725,tgb,2392000,5809000,0,plant,2,0,858,141,1316,78,133,4921,14,41,1,-43,24
20073,tgb,2063280,5545999,0,plant,2,0,495,63,1217,79,147,4686,42,24,1,156,9
20728,tgb,2392000,5813000,0,plant,2,0,708,231,1309,85,138,5066,26,46,1,-45,23
20729,tgb,2392000,5816000,0,plant,0,0,449,173,1307,97,132,4950,7,47,0,-39,26
20731,tgb,2392000,5823000,0,plant,2,0,1170,70,1293,62,168,5328,32,59,1,11,7
20732,tgb,2392000,5938000,0,plant,2,0,10,180,1359,120,60,2466,0,28,1,113,29
20733,tgb,2392200,5812900,0,plant,2,0,800,240,1308,81,143,5132,28,47,1,-44,21
20734,tgb,2392400,5816300,0,plant,0,0,444,200,1307,97,130,4916,9,47,0,-29,27
20735,tgb,2393000,5806000,0,plant,2,0,748,184,1330,84,104,4154,16,32,1,-65,31
20736,tgb,2393000,5809000,0,plant,2,0,1260,223,1311,57,153,5218,34,46,1,33,16
20738,tgb,2393000,5819000,0,plant,2,0,490,230,1304,95,134,4928,33,49,1,-28,24
20739,tgb,2393000,5936000,0,plant,2,0,19,178,1354,120,72,2925,1,32,1,93,27
20074,tgb,2066000,5527000,0,plant,2,0,975,69,1209,56,154,4224,29,22,1,233,4
20740,tgb,2393000,5937000,0,plant,1,0,9,180,1357,120,66,2676,0,30,1,103,28
20741,tgb,2394000,5799000,0,plant,1,0,662,114,1362,88,57,2447,9,10,1,-76,39
20743,tgb,2394000,5822000,0,plant,0,0,326,182,1305,102,122,4612,1,49,0,-40,27
20744,tgb,2394000,5918000,0,plant,2,0,905,226,1319,75,121,4187,23,59,1,37,5
20745,tgb,2395000,5810000,0,plant,2,0,1730,71,1304,31,183,5561,28,51,1,161,6
20746,tgb,2395000,5866000,0,plant,2,0,222,195,1311,107,65,2329,13,49,1,-102,25
20747,tgb,2395700,5879800,0,plant,2,0,99,178,1316,113,57,2056,0,47,1,-164,26
20748,tgb,2396000,5810000,0,plant,2,0,1330,192,1315,53,149,5054,30,43,1,44,16
20749,tgb,2396200,5761900,0,plant,1,100,543,187,1388,95,21,912,2,-19,1,-108,49
20750,tgb,2396500,5797700,0,plant,0,0,619,182,1374,90,44,1965,1,0,0,-77,41
20075,tgb,2066000,5557000,0,plant,2,0,841,119,1208,63,178,5421,38,39,1,211,0
20751,tgb,2397000,5797000,0,plant,2,0,728,207,1373,85,45,1961,19,1,1,-75,39
20752,tgb,2397000,5878000,0,plant,1,0,84,181,1316,113,52,1908,0,46,1,-164,27
20754,tgb,2397400,5797200,0,plant,2,0,630,211,1377,89,42,1856,18,-1,1,-76,41
20755,tgb,2398600,5796400,0,plant,2,0,639,209,1379,89,38,1709,9,-3,1,-76,41
20756,tgb,2398600,5796700,0,plant,0,0,634,182,1379,90,39,1727,3,-3,0,-87,41
20757,tgb,2398600,5797500,0,plant,0,0,608,183,1378,91,40,1771,1,-2,0,-87,41
20758,tgb,2399000,5780000,0,plant,2,0,1690,227,1357,33,57,2043,32,11,1,171,23
20759,tgb,2399000,5806000,0,plant,2,0,1335,184,1333,53,103,3690,19,33,1,44,22
20760,tgb,2399000,5862000,0,plant,0,0,247,180,1311,106,66,2395,0,49,0,-112,25
20761,tgb,2399500,5855100,0,plant,2,0,279,180,1310,104,71,2607,3,49,1,-91,25
20076,tgb,2066300,5581700,0,plant,2,0,895,216,1207,61,204,6289,32,52,1,232,0
20762,tgb,2400000,5760000,0,plant,1,18,642,176,1385,91,26,1129,4,-16,1,-77,45
20763,tgb,2400000,5790000,0,plant,2,0,1423,245,1363,48,49,1864,32,11,1,76,26
20764,tgb,2400000,5866000,0,plant,2,0,164,201,1314,110,60,2187,12,46,1,-143,27
20765,tgb,2400000,5920000,0,plant,2,0,436,95,1337,99,99,3628,26,44,1,-30,19
20766,tgb,2400000,5930000,0,plant,2,0,330,193,1338,104,93,3610,26,46,1,8,18
20768,tgb,2400200,5917900,0,plant,2,0,202,154,1340,110,82,3097,8,40,1,-33,24
20769,tgb,2401300,5905700,0,plant,2,0,1300,250,1314,55,141,4293,28,59,1,64,1
20770,tgb,2401500,5742500,0,plant,0,2,300,179,1387,106,24,1174,4,-23,0,-62,49
20771,tgb,2401600,5858600,0,plant,2,0,269,184,1311,105,69,2517,1,49,1,-121,25
20772,tgb,2401700,5858600,0,plant,2,0,270,183,1311,105,70,2519,1,49,1,-121,25
20077,tgb,2067000,5554000,0,plant,1,0,95,202,1231,98,128,4456,23,16,1,80,18
20773,tgb,2402000,5781000,0,plant,2,0,1144,121,1368,64,42,1610,21,0,1,1,34
20774,tgb,2402000,5864000,0,plant,2,0,295,199,1312,104,66,2372,7,48,1,-121,24
20775,tgb,2403000,5781000,0,plant,2,0,1004,108,1371,73,38,1480,17,-3,1,-61,37
20777,tgb,2403000,5927000,0,plant,2,0,348,241,1339,103,104,3968,31,45,1,-11,18
20778,tgb,2404000,5776000,0,plant,2,12,921,128,1377,77,32,1250,16,-8,1,-72,39
20779,tgb,2404000,5783000,0,plant,2,0,965,82,1369,75,39,1523,25,-1,1,-72,37
20780,tgb,2404000,5927000,0,plant,2,0,225,76,1342,109,107,4199,25,42,1,-3,21
20781,tgb,2404000,5936000,0,plant,2,0,715,226,1337,85,104,3770,16,50,1,14,10
20782,tgb,2405000,5767000,0,plant,0,0,834,177,1380,81,35,1495,1,-10,0,-54,40
20783,tgb,2405000,5776000,0,plant,2,34,803,199,1380,83,28,1129,8,-11,1,-84,42
20078,tgb,2067000,5561000,0,plant,1,0,150,203,1227,95,141,4934,15,23,1,91,15
20784,tgb,2405000,5783000,0,plant,2,0,963,206,1369,75,39,1520,13,-2,1,-72,36
20785,tgb,2405000,5812000,0,plant,2,0,1255,169,1332,57,107,3809,31,33,1,23,22
20786,tgb,2405000,5889000,0,plant,2,0,278,211,1324,105,50,1712,16,43,1,-131,25
20787,tgb,2405400,5935700,0,plant,2,0,990,90,1330,71,123,4282,31,56,1,39,4
20788,tgb,2406000,5776000,0,plant,2,32,837,141,1379,81,28,1126,15,-10,1,-74,41
20789,tgb,2406000,5848000,0,plant,1,0,193,182,1312,108,74,2778,1,47,1,-122,27
20790,tgb,2406000,5893000,0,plant,2,0,160,179,1329,111,45,1579,0,40,1,-153,28
20791,tgb,2406300,5768000,0,plant,2,0,913,163,1379,77,38,1568,18,-9,1,-42,38
20793,tgb,2407000,5776000,0,plant,2,75,685,186,1382,88,23,952,2,-12,1,-86,44
20794,tgb,2407000,5894000,0,plant,1,0,174,179,1330,111,46,1600,0,39,1,-153,28
20079,tgb,2068000,5536000,0,plant,2,0,813,74,1215,64,146,4241,39,21,1,201,7
20795,tgb,2407000,5942000,0,plant,2,0,36,192,1362,119,85,3443,10,31,1,43,27
20796,tgb,2408000,5767200,0,plant,2,0,953,125,1378,75,40,1640,20,-8,1,-32,37
20797,tgb,2408000,5767300,0,plant,2,0,988,142,1377,73,40,1660,19,-7,1,-21,37
20798,tgb,2408000,5769000,0,plant,2,0,1588,172,1364,39,54,1942,26,4,1,149,25
20800,tgb,2408100,5798800,0,plant,2,0,650,144,1383,89,33,1422,12,-6,1,-86,41
20801,tgb,2408300,5798300,0,plant,1,8,548,174,1386,93,30,1293,6,-9,1,-88,43
20802,tgb,2408811,5940297,0,plant,2,0,560,206,1349,93,106,3941,9,42,1,-8,15
20803,tgb,2408993,5796534,0,plant,2,9,635,144,1384,90,30,1276,19,-7,1,-97,41
20804,tgb,2409000,5758000,0,plant,2,0,657,197,1385,90,31,1403,17,-17,1,-47,42
20807,tgb,2409300,5944500,0,plant,1,0,42,189,1361,119,80,3273,3,32,1,33,25
20005,tgb,2011000,5470000,0,plant,2,0,70,190,1197,94,114,3473,7,10,1,161,18
20080,tgb,2068000,5553000,0,plant,2,0,390,93,1224,84,141,4643,31,22,1,134,12
20808,tgb,2409400,5944500,0,plant,1,0,52,186,1361,119,80,3263,4,32,1,33,25
20809,tgb,2409500,5944500,0,plant,1,0,54,182,1360,118,80,3250,5,33,1,43,25
20810,tgb,2409700,5767200,0,plant,2,0,877,138,1379,79,39,1621,23,-9,1,-43,39
20811,tgb,2409934,5938854,0,plant,2,0,640,173,1347,89,111,4044,3,43,1,-6,13
20813,tgb,2410000,5909000,0,plant,2,0,350,175,1337,102,70,2494,12,40,1,-90,24
20815,tgb,2410000,5940000,0,plant,2,0,634,188,1348,89,109,3980,5,43,1,3,13
20816,tgb,2410200,5746400,0,plant,2,1,437,185,1390,101,24,1152,9,-24,1,-40,46
20817,tgb,2410500,5796300,0,plant,2,0,930,231,1376,76,37,1499,31,0,1,-72,35
20818,tgb,2411000,5801000,0,plant,2,0,579,183,1384,92,32,1401,6,-7,1,-97,42
20819,tgb,2411000,5804000,0,plant,2,0,1165,121,1363,62,56,2177,18,12,1,1,29
20081,tgb,2069000,5561000,0,plant,2,0,440,253,1220,82,154,5134,40,31,1,135,9
20820,tgb,2411000,5910000,0,plant,2,0,233,176,1341,108,64,2339,4,36,1,-102,26
20822,tgb,2411350,5910526,0,plant,2,0,249,169,1342,108,65,2352,4,36,1,-102,26
20823,tgb,2412000,5819000,0,plant,2,0,1220,64,1327,59,119,4137,35,36,1,12,20
20824,tgb,2412000,5833000,0,plant,2,0,1057,210,1304,67,130,4258,24,53,1,-19,13
20825,tgb,2413000,5878000,0,plant,2,0,338,131,1323,102,57,1976,17,43,1,-150,25
20826,tgb,2414000,5888000,0,plant,2,0,399,174,1326,99,55,1862,7,42,1,-130,24
