siteid,spid,x,y,occ,group,bcc,calc,ccc,ddeg,nutri,pday,precyy,sfroyy,slope,sradyy,swb,tavecc,topo
17902,tgb,1711510,13100,0,tree,46,0,10,3979,6,30,1937,0,189,14338,19,2,143
17903,tgb,1711520,12920,0,tree,6,0,0,3942,6.6875,30,1945,0,271,20971,21,2,199
17904,tgb,1711520,13400,0,tree,90,0,4,4197,6.875,29,1916,0,82,17125,7,2,-29
17905,tgb,1711550,176100,0,tree,0,0,0,3186,20.5,34,896,0,9,18400,-246,0,-7
17906,tgb,1711550,179900,0,tree,64,0,35,2900,16,35,1022,0,154,17817,-148,0,188
17907,tgb,1711550,180000,0,tree,58,0,41,2953,16,35,999,0,260,11880,-42,0,131
17908,tgb,1711560,12775,0,tree,96,0,4,4033,6.875,30,1940,0,231,12140,34,2,-7
10790,tgb,1560320,101440,0,tree,92,1,2,2150,7,38,1641,0,493,22332,18,-2,77
17909,tgb,1711575,179825,0,tree,29,0,58,2955,16,35,995,0,191,21797,-234,0,135
17910,tgb,1711600,171100,0,tree,23,0,8,3264,22,34,890,0,60,19624,-242,0,-37
17911,tgb,1711615,13650,0,tree,81,0,6,4318,14.5,29,1899,0,38,16440,44,3,-56
17912,tgb,1711620,11670,0,tree,94,0,0,3924,7.5,30,1973,0,340,12490,39,2,-126
17913,tgb,1711630,13030,0,tree,64,0,23,3942,6,30,1941,0,160,17520,10,2,212
17914,tgb,1711650,13065,0,tree,58,0,4,4070,6.3125,30,1927,0,471,7523,21,2,33
17915,tgb,1711675,12630,0,tree,69,0,31,3918,6.25,30,1952,0,286,15739,31,2,272
17916,tgb,1711675,13510,0,tree,83,0,17,4237,7,29,1908,0,108,15025,19,2,-19
17917,tgb,1711680,13550,0,tree,71,0,4,4273,7,29,1902,0,171,14736,21,2,-31
17918,tgb,1711700,11665,0,tree,100,0,0,4000,7.5,30,1969,0,120,15145,40,2,-61
10791,tgb,1560330,78310,0,tree,25,0,31,2844,17,32,1059,0,58,17178,-126,0,-21
17919,tgb,1711710,86810,0,tree,0,1,100,1737,7,44,1598,0,327,16434,24,-3,-59
17920,tgb,1711725,12330,0,tree,39,0,29,4003,7,30,1953,0,137,20101,24,2,-33
17921,tgb,1711750,46950,0,tree,0,1,100,2038,7,30,1671,0,420,7304,23,-2,-53
17922,tgb,1711760,11595,0,tree,96,0,4,4000,7,30,1969,0,107,14761,39,2,-33
17923,tgb,1711770,13160,0,tree,94,0,0,4261,7,29,1912,0,179,15662,6,2,-220
17924,tgb,1711775,12650,0,tree,77,0,4,3979,6.5625,30,1943,0,245,10945,37,2,53
17925,tgb,1711790,13650,0,tree,92,0,8,4331,15.6875,29,1895,0,63,15594,47,3,-52
17926,tgb,1711810,13120,0,tree,67,0,2,4143,6.5,29,1921,0,478,6560,22,2,3
17927,tgb,1711850,11640,0,tree,94,0,6,4033,7,30,1963,0,141,14519,38,2,-38
17928,tgb,1711850,12325,0,tree,92,0,8,4091,7.375,30,1943,0,200,13737,40,2,-178
10792,tgb,1560350,99550,0,tree,29,1,70,2706,12,35,1337,0,318,10599,16,0,-94
17929,tgb,1711875,170900,0,tree,21,0,23,3267,17,34,891,0,9,18277,-243,0,-31
17930,tgb,1711880,12720,0,tree,50,0,0,4015,7,30,1938,0,252,11756,38,2,-157
17931,tgb,1711885,12910,0,tree,46,0,4,4079,7,30,1930,0,200,13555,21,2,30
17932,tgb,1711885,13360,0,tree,87,0,12,4273,6.9375,29,1904,0,151,16717,16,2,-41
17933,tgb,1711890,12530,0,tree,92,0,8,3930,6.1875,30,1951,0,192,20566,10,2,136
17934,tgb,1711900,13580,0,tree,42,0,8,4279,7.625,29,1899,0,41,18009,10,2,-21
17935,tgb,1711910,11780,0,tree,50,0,37,4052,7,30,1959,0,139,17598,35,2,-58
17936,tgb,1711910,12740,0,tree,96,0,4,4030,7,30,1935,0,166,17265,24,2,55
17937,tgb,1711930,12590,0,tree,69,0,0,3918,6.3125,30,1947,0,272,14426,35,2,209
17938,tgb,1711950,11660,0,tree,100,0,0,4055,7,30,1960,0,183,13390,38,2,-32
10793,tgb,1560400,99200,0,tree,27,0,72,2503,12,36,1454,0,203,12908,5,-1,-67
17939,tgb,1711950,180000,0,tree,33,0,48,3033,16.8125,34,946,0,260,13248,-71,0,65
17940,tgb,1711960,11530,0,tree,100,0,0,4006,7,30,1969,0,103,18340,30,2,13
17941,tgb,1711965,12225,0,tree,75,0,0,4061,6.9375,30,1948,0,160,14617,38,2,-18
17942,tgb,1711970,13350,0,tree,81,0,12,4273,6.9375,29,1903,0,96,14287,17,2,-35
17943,tgb,1711970,173000,0,tree,31,0,44,3073,24,35,969,0,59,18181,-157,0,12
17944,tgb,1711975,179850,0,tree,54,0,45,2977,16.0625,35,984,0,110,17659,-164,0,134
17945,tgb,1711980,11920,0,tree,48,0,33,4094,7,30,1953,0,120,16244,37,2,-68
17946,tgb,1711980,13620,0,tree,33,0,10,4297,10.125,29,1897,0,95,15044,34,2,-18
17947,tgb,1712000,12950,0,tree,44,0,0,4182,7,29,1918,0,314,13015,21,2,-12
17948,tgb,1712000,13270,0,tree,77,0,23,4273,7,29,1906,0,123,20237,2,2,-42
10794,tgb,1560400,99330,0,tree,27,0,72,2560,12,36,1421,0,263,11875,14,-1,-74
17949,tgb,1712010,86130,0,tree,0,0,100,1852,18,43,1553,0,164,12159,55,-3,-131
17950,tgb,1712035,12500,0,tree,88,0,0,3930,6,30,1949,0,132,18299,8,2,167
17951,tgb,1712050,10950,0,tree,14,0,66,4209,7,30,1966,0,292,22135,14,2,-27
17952,tgb,1712050,12625,0,tree,94,0,0,4030,6.4375,30,1938,0,277,10422,21,2,-126
17953,tgb,1712050,13950,0,tree,25,0,0,4340,16.375,29,1884,0,11,17829,39,3,-22
17954,tgb,1712050,86740,0,tree,0,0,44,1986,18,43,1539,0,96,13190,55,-2,-193
17955,tgb,1712050,163950,0,tree,0,0,0,3073,24,36,1081,0,72,19826,-122,0,12
17956,tgb,1712060,12350,0,tree,100,0,0,4000,6.6875,30,1945,0,280,22010,9,2,55
17957,tgb,1712075,11675,0,tree,79,0,8,4073,7,30,1958,0,102,15375,38,2,-27
17958,tgb,1712080,85770,0,tree,0,0,100,1749,12,44,1580,0,311,11805,39,-3,-104
10795,tgb,1560450,97350,0,tree,19,1,81,2084,12,38,1683,0,265,20009,21,-2,74
17959,tgb,1712085,13330,0,tree,69,0,19,4282,7,29,1904,0,105,20566,1,2,-39
17960,tgb,1712090,12750,0,tree,88,0,0,4127,6.9375,30,1926,0,158,15633,14,2,-189
17961,tgb,1712110,183810,0,tree,46,0,41,3024,17,34,946,0,155,14107,-120,0,16
17962,tgb,1712120,12255,0,tree,98,0,2,4097,7,30,1942,0,301,21467,16,2,-157
17963,tgb,1712150,179930,0,tree,37,0,50,3007,17,34,969,0,81,16506,-155,0,78
17964,tgb,1712155,12620,0,tree,94,0,0,4030,6.5625,30,1937,0,255,11581,21,2,71
17965,tgb,1712160,11950,0,tree,33,0,17,4136,7,30,1945,0,110,15395,37,2,-157
17966,tgb,1712170,87250,0,tree,0,1,44,2036,18,44,1540,0,117,12178,56,-2,-140
17967,tgb,1712175,171725,0,tree,27,0,10,3043,17,35,998,0,173,21702,-227,0,54
17968,tgb,1712195,11900,0,tree,81,0,0,4079,7,30,1952,0,233,12808,38,2,-16
10796,tgb,1560450,99030,0,tree,6,0,94,2372,8,36,1526,0,190,11701,4,-1,-165
17969,tgb,1712235,12970,0,tree,58,0,10,4249,7,29,1910,0,274,11709,22,2,-32
17970,tgb,1712245,11770,0,tree,90,0,4,4061,6.9375,30,1954,0,154,20354,26,2,-210
17971,tgb,1712250,12510,0,tree,88,0,0,4039,6.5,30,1937,0,168,13929,20,2,65
17972,tgb,1712250,13220,0,tree,83,0,10,4279,6.875,29,1904,0,166,13543,20,2,-126
17973,tgb,1712250,86080,0,tree,0,0,75,1710,15.75,44,1598,0,175,12964,39,-3,-43
17974,tgb,1712260,17380,0,tree,29,0,27,3621,2.3125,30,1877,0,339,19621,-4,1,134
17975,tgb,1712270,13550,0,tree,33,0,17,4334,17,29,1890,0,19,16660,45,3,-31
17976,tgb,1712270,183770,0,tree,35,0,64,3046,17,34,935,0,140,14764,-143,0,9
17977,tgb,1712300,12385,0,tree,100,0,0,4006,6.0625,30,1941,0,141,19758,8,2,131
17978,tgb,1712300,12720,0,tree,79,0,8,4139,7,30,1924,0,192,18113,7,2,18
10797,tgb,1560480,99680,0,tree,31,1,68,2757,12,35,1315,0,334,10306,16,0,-110
17979,tgb,1712300,179750,0,tree,2,0,98,3010,17,34,963,0,44,19431,-222,0,68
17980,tgb,1712310,184910,0,tree,0,0,0,3186,25,33,860,0,11,18271,-272,0,-14
17981,tgb,1712325,13120,0,tree,69,0,25,4221,6.875,29,1910,0,138,17073,10,2,146
17982,tgb,1712325,13690,0,tree,8,0,4,4334,17,29,1888,0,14,17566,42,3,-27
17983,tgb,1712350,13220,0,tree,35,0,8,4227,5.375,29,1906,0,276,10928,21,2,12
17984,tgb,1712350,68950,0,tree,0,0,19,1940,7,38,1244,0,104,14790,-28,-2,-165
17985,tgb,1712380,12300,0,tree,94,0,0,4085,6.9375,30,1937,0,140,16809,17,2,29
17986,tgb,1712400,11920,0,tree,79,0,2,3970,6,30,1956,0,245,10942,20,2,178
17987,tgb,1712400,12810,0,tree,94,0,0,4197,7,29,1916,0,213,16861,19,2,0
17988,tgb,1712435,11705,0,tree,96,0,4,4073,7.0625,30,1953,0,185,16033,35,2,-241
10798,tgb,1560530,99950,0,tree,39,1,60,2936,12,34,1212,0,199,12610,-57,0,-168
17989,tgb,1712440,16560,0,tree,100,0,0,4063,12.9375,30,1852,0,279,17136,56,2,-189
17990,tgb,1712470,12350,0,tree,100,0,0,4142,7,30,1928,0,191,17521,18,2,12
17991,tgb,1712480,16160,0,tree,44,0,37,4039,12.0625,30,1860,0,421,17680,51,2,-99
17992,tgb,1712490,86230,0,tree,0,0,94,1669,17.4375,44,1613,0,163,13451,55,-3,-44
17993,tgb,1712500,11650,0,tree,100,0,0,4070,7,30,1953,0,214,21061,27,2,47
17994,tgb,1712500,13140,0,tree,25,0,12,4233,1.5,29,1904,0,264,7635,0,2,14
17995,tgb,1712540,12080,0,tree,77,0,23,4121,6.9375,30,1937,0,195,13893,21,2,19
17996,tgb,1712550,68950,0,tree,2,0,54,1926,7,38,1245,0,220,11788,1,-2,-168
17997,tgb,1712570,87000,0,tree,0,0,44,1737,15.25,44,1612,0,89,14657,20,-3,-52
17998,tgb,1712590,11240,0,tree,48,0,46,4109,7,30,1959,0,247,21862,11,2,68
10007,tgb,1500050,16950,0,tree,0,0,0,3393,17,27,1033,0,160,19886,-307,0,15
10079,tgb,1510180,27040,0,tree,62,0,37,3341,25,28,1049,0,15,18584,-200,0,0
10799,tgb,1560550,99150,0,tree,2,0,98,2434,12,36,1486,0,195,12723,7,-1,-41
17999,tgb,1712610,12635,0,tree,79,0,14,4139,6.4375,30,1923,0,81,17948,10,2,42
18000,tgb,1712630,177480,0,tree,12,0,37,3109,17,34,929,0,83,18023,-213,0,-20
18001,tgb,1712650,11690,0,tree,46,0,54,4082,7,30,1948,0,174,20845,26,2,65
18002,tgb,1712650,12530,0,tree,73,0,27,4161,7,30,1922,0,124,17898,13,2,27
18003,tgb,1712650,12580,0,tree,75,0,25,4146,6.4375,30,1920,0,203,18343,12,2,167
18004,tgb,1712650,177475,0,tree,25,0,69,3073,17,34,946,0,126,17152,-180,0,-8
18005,tgb,1712665,12330,0,tree,71,0,29,4200,7,29,1925,0,114,19834,6,2,-10
18006,tgb,1712675,12670,0,tree,96,0,4,4194,6.4375,29,1915,0,224,13595,21,2,136
18007,tgb,1712700,12750,0,tree,6,0,0,4303,7,29,1906,0,98,14007,15,2,-178
18008,tgb,1712725,12205,0,tree,60,0,39,4218,7,29,1927,0,219,10558,22,2,-33
10800,tgb,1560570,101210,0,tree,87,0,12,2497,17.125,36,1452,0,194,21674,-32,-1,-137
18009,tgb,1712730,11795,0,tree,79,0,21,4067,7,30,1947,0,161,19864,26,2,71
18010,tgb,1712750,68950,0,tree,0,0,100,1874,7,38,1255,0,295,10531,16,-2,-112
18011,tgb,1712750,80750,0,tree,4,0,33,2032,18,41,1409,0,164,17900,14,-2,-128
18012,tgb,1712750,156000,0,tree,19,0,12,3042,17,37,1195,0,93,20723,-98,0,-37
18013,tgb,1712765,12230,0,tree,44,0,56,4249,7,29,1922,0,207,12570,22,2,-39
18014,tgb,1712770,11615,0,tree,90,0,4,4124,7,30,1947,0,81,16456,35,2,59
18015,tgb,1712775,12045,0,tree,100,0,0,4185,7,30,1929,0,250,11874,21,2,0
18016,tgb,1712810,16200,0,tree,10,0,21,3627,2.5,30,1882,0,494,21888,3,1,272
18017,tgb,1712830,14750,0,tree,42,0,21,4273,8,29,1862,0,262,11926,25,2,-162
18018,tgb,1712830,15130,0,tree,8,0,4,4300,8,29,1854,0,208,15722,25,2,-178
10801,tgb,1560700,99380,0,tree,37,0,62,2513,12,36,1439,0,223,12442,9,-1,-44
18019,tgb,1712830,15150,0,tree,0,0,0,4285,8,29,1853,0,140,15655,25,2,-203
18020,tgb,1712850,14820,0,tree,77,0,23,4185,7.625,29,1867,0,331,12782,25,2,-137
18021,tgb,1712880,11685,0,tree,75,0,25,4136,7,30,1942,0,111,19893,24,2,54
18022,tgb,1712880,12000,0,tree,100,0,0,4127,6.5625,30,1934,0,259,14822,21,2,136
18023,tgb,1712940,11960,0,tree,96,0,4,4203,7,29,1927,0,206,17933,18,2,12
18024,tgb,1712950,69050,0,tree,4,0,58,1940,7,38,1239,0,277,10990,6,-2,-126
18025,tgb,1712950,86590,0,tree,0,0,100,1499,12,44,1674,0,229,16999,38,-4,-16
18026,tgb,1712975,178550,0,tree,52,0,41,3149,19,34,903,0,44,17251,-216,0,-24
18027,tgb,1713000,177000,0,tree,47,0,52,2947,17,35,1017,0,152,20514,-194,0,44
18028,tgb,1713030,11900,0,tree,44,0,25,4191,7,30,1931,0,210,14337,21,2,-147
10802,tgb,1560710,83090,0,tree,66,0,33,3086,17,31,965,0,188,14748,-139,0,3
18029,tgb,1713045,11970,0,tree,71,0,23,4267,7,29,1922,0,195,15908,21,2,-19
18030,tgb,1713050,10950,0,tree,0,0,0,4403,0,29,1940,0,0,18125,-7,3,-58
18031,tgb,1713050,68950,0,tree,0,0,100,1843,7,38,1255,0,311,9951,19,-2,-72
18032,tgb,1713050,107950,0,tree,2,0,98,1750,7,47,2148,0,189,13378,23,-3,54
18033,tgb,1713050,155850,0,tree,45,0,48,2995,16.6875,37,1224,0,201,18583,-52,0,146
18034,tgb,1713050,155950,0,tree,58,0,41,3034,16.9375,37,1202,0,109,16034,-29,0,-126
18035,tgb,1713050,159950,0,tree,2,0,98,2960,24,37,1197,0,52,17246,25,0,21
18036,tgb,1713050,167950,0,tree,23,0,77,3127,24,35,987,0,72,16934,-118,0,24
18037,tgb,1713050,171480,0,tree,54,0,39,3031,17,35,1006,0,86,20073,-195,0,49
18038,tgb,1713110,90330,0,tree,35,0,8,2261,12.25,44,1591,0,324,19637,40,-2,-134
10803,tgb,1560870,99250,0,tree,27,0,72,2382,7.9375,36,1510,0,249,9873,22,-1,1
18039,tgb,1713130,186460,0,tree,53,0,40,3153,17,33,877,0,9,18343,-264,0,1
18040,tgb,1713135,11790,0,tree,27,0,73,4188,7,30,1932,0,158,19283,27,2,35
18041,tgb,1713150,86580,0,tree,4,0,21,1403,11.6875,44,1703,0,271,15893,38,-4,-32
18042,tgb,1713150,186130,0,tree,25,0,75,3134,17,33,886,0,49,18827,-264,0,20
18043,tgb,1713200,186250,0,tree,4,0,96,3144,17,33,879,0,3,18242,-261,0,4
18044,tgb,1713250,69150,0,tree,0,0,0,1959,7,38,1235,0,86,16204,-43,-2,-153
18045,tgb,1713250,186010,0,tree,10,0,33,3159,17,33,875,0,43,18393,-264,0,2
18046,tgb,1713290,186380,0,tree,58,0,35,3150,17,33,879,0,5,18318,-263,0,2
18047,tgb,1713350,155550,0,tree,50,0,50,3007,17,37,1226,0,182,17962,-35,0,-39
18048,tgb,1713350,173500,0,tree,10,0,14,3130,24,35,940,0,14,17891,-173,0,-8
10804,tgb,1560910,115870,0,tree,8,1,29,2031,17,39,1624,0,112,15679,42,-2,25
18049,tgb,1713350,177425,0,tree,77,0,23,2886,20.75,35,1045,0,156,21669,-157,0,54
18050,tgb,1713350,178250,0,tree,25,0,75,3070,17,34,941,0,72,16769,-177,0,-2
18051,tgb,1713350,178575,0,tree,77,0,23,3128,23,34,911,0,90,16407,-192,0,-26
18052,tgb,1713410,186580,0,tree,25,0,75,3153,17,33,876,0,5,18373,-265,0,-3
18053,tgb,1713430,144250,0,tree,23,0,64,2995,0,39,1275,0,3,18414,-56,0,-7
18054,tgb,1713450,17790,0,tree,75,0,0,2483,6,32,1939,0,221,16245,18,-1,209
18055,tgb,1713450,171480,0,tree,10,0,52,3023,23,35,1005,0,39,18945,-152,0,37
18056,tgb,1713450,173000,0,tree,10,0,77,3100,24,35,957,0,119,14704,-87,0,-3
18057,tgb,1713450,178350,0,tree,25,0,75,3095,17,34,927,0,56,17356,-201,0,-16
18058,tgb,1713500,124600,0,tree,31,0,12,2307,16,46,1972,0,25,18537,73,-2,94
10805,tgb,1560970,99870,0,tree,35,1,64,2733,12,35,1323,0,276,11993,-8,0,-87
18059,tgb,1713570,17850,0,tree,46,0,54,2536,6,32,1932,0,390,8387,20,0,157
18060,tgb,1713590,90020,0,tree,43,0,56,2196,7,44,1597,0,289,10040,24,-2,-121
18061,tgb,1713750,17800,0,tree,63,0,0,2428,6.3125,32,1939,0,299,10103,20,-1,241
18062,tgb,1713750,179350,0,tree,4,0,8,3068,17,34,940,0,121,20998,-263,0,48
18063,tgb,1713775,146775,0,tree,23,0,71,2875,24.9375,39,1317,0,141,20702,35,0,-14
18064,tgb,1713800,177325,0,tree,19,0,81,2868,23,35,1053,0,21,18722,-78,0,36
18065,tgb,1713950,69300,0,tree,8,0,42,1940,7,38,1232,0,75,17363,-36,-2,-73
18066,tgb,1714000,90000,0,tree,0,0,100,2143,7,44,1610,0,351,9375,24,-2,-163
18067,tgb,1714000,177450,0,tree,10,0,89,2840,23,36,1067,0,68,19944,-91,0,65
18068,tgb,1714025,177600,0,tree,6,0,94,2831,19.5,36,1072,0,20,18338,-127,0,82
10806,tgb,1561010,99980,0,tree,25,1,75,2819,12,34,1268,0,299,9925,4,0,-136
18069,tgb,1714050,67950,0,tree,2,0,73,1526,7,38,1302,0,311,10899,22,-3,12
18070,tgb,1714150,25950,0,tree,0,0,100,2116,6.125,33,1931,0,322,9815,20,-2,125
18071,tgb,1714150,68450,0,tree,0,0,100,1745,7.6875,38,1263,0,215,13383,14,-3,-58
18072,tgb,1714240,177410,0,tree,0,0,100,2865,23,35,1056,0,29,17892,-60,0,48
18073,tgb,1714250,26150,0,tree,0,0,100,2273,6,32,1915,0,312,9542,20,-1,131
18074,tgb,1714350,17200,0,tree,96,0,4,2369,7,32,1943,0,337,19801,22,-1,-20
18075,tgb,1714390,14980,0,tree,6,0,75,2679,7,32,1945,0,190,19855,12,0,145
18076,tgb,1714400,26000,0,tree,2,0,98,2101,6,33,1928,0,337,10950,20,-2,140
18077,tgb,1714500,17070,0,tree,100,0,0,2378,7,32,1940,0,318,22241,17,-1,-72
18078,tgb,1714500,145080,0,tree,43,0,56,2799,17,39,1381,0,139,17385,36,0,125
10807,tgb,1561100,100030,0,tree,29,1,70,2843,12,34,1260,0,328,9532,5,0,-121
18079,tgb,1714590,17100,0,tree,100,0,0,2340,7,32,1942,0,305,21351,19,-1,-81
18080,tgb,1714880,16650,0,tree,52,0,4,2276,7,32,1947,0,212,13138,22,-1,-125
18081,tgb,1714900,154250,0,tree,52,0,48,2997,17,38,1229,0,26,17977,-35,0,-31
18082,tgb,1714980,13155,0,tree,56,0,0,4173,0,30,1872,0,430,23068,-3,2,125
18083,tgb,1715030,172410,0,tree,43,0,25,3067,24,35,976,0,28,18067,-148,0,15
18084,tgb,1715050,16950,0,tree,100,0,0,2119,7,33,1957,0,323,19495,22,-2,-6
18085,tgb,1715100,148000,0,tree,0,0,100,2616,23.125,40,1467,0,66,19736,61,-1,39
18086,tgb,1715170,90090,0,tree,6,0,75,2143,7,44,1622,0,312,8384,24,-2,-187
18087,tgb,1715190,112370,0,tree,39,0,17,2447,25,46,1971,0,15,17413,129,-1,-52
18088,tgb,1715225,171920,0,tree,42,0,2,3040,23.6875,35,999,0,73,19935,-173,0,21
10808,tgb,1561150,101430,0,tree,98,0,2,2409,12,36,1500,0,257,22005,-20,-1,-29
18089,tgb,1715250,89900,0,tree,17,1,83,1895,7,44,1679,0,481,6199,23,-3,-90
18090,tgb,1715280,16960,0,tree,100,0,0,2000,7,33,1964,0,317,20786,21,-2,83
18091,tgb,1715350,16550,0,tree,75,0,0,2010,6,33,1965,0,242,12756,20,-2,122
18092,tgb,1715380,16750,0,tree,92,0,2,2003,6.6875,33,1965,0,305,20024,21,-2,105
18093,tgb,1715380,16840,0,tree,71,0,4,1966,6.9375,33,1967,0,339,19796,21,-2,126
18094,tgb,1715400,46150,0,tree,0,0,100,2239,2.125,31,1637,0,383,8583,7,-1,58
18095,tgb,1715400,176750,0,tree,27,0,73,2953,17,35,1008,0,72,18709,-165,0,-2
18096,tgb,1715450,176900,0,tree,60,0,33,2953,17,35,1011,0,29,18433,-162,0,7
18097,tgb,1715550,45600,0,tree,0,0,100,1861,7.25,32,1687,0,373,13267,7,-2,184
18098,tgb,1715575,28825,0,tree,100,0,0,2965,7,31,1836,0,391,16453,22,0,-139
10080,tgb,1510210,26480,0,tree,33,0,17,3363,25,28,1032,0,7,18503,-208,0,-6
10809,tgb,1561200,99110,0,tree,27,1,73,1997,6.4375,38,1759,0,331,14271,19,-2,419
18099,tgb,1715620,16550,0,tree,88,0,0,2122,6.75,33,1951,0,310,15061,21,-2,51
18100,tgb,1715690,16430,0,tree,100,0,0,2091,6.375,33,1955,0,341,12126,20,-2,134
18101,tgb,1715750,106650,0,tree,14,1,10,1708,7,46,2112,0,238,13506,24,-3,-18
18102,tgb,1715800,76390,0,tree,0,0,0,589,0,43,1707,3,194,12400,0,-8,0
18103,tgb,1715880,16360,0,tree,100,0,0,2233,6,33,1940,0,350,11174,20,-1,125
18104,tgb,1715940,90050,0,tree,8,1,42,1948,12,44,1677,0,194,12078,39,-2,-130
18105,tgb,1715988,48445,0,tree,4,0,83,2178,7,32,1566,0,308,20381,-10,-1,12
18106,tgb,1716000,16240,0,tree,100,0,0,2264,6,33,1936,0,346,13130,20,-1,101
18107,tgb,1716000,175950,0,tree,25,0,75,2865,24,36,1061,0,31,18133,-56,0,31
18108,tgb,1716000,176850,0,tree,62,0,37,2980,17,35,991,0,109,17670,-158,0,2
10810,tgb,1561210,101270,0,tree,72,0,27,2475,12,36,1459,0,261,22241,-42,-1,-49
18109,tgb,1716040,48450,0,tree,12,0,87,2119,7,32,1571,0,334,21290,-10,-2,45
18110,tgb,1716050,12950,0,tree,0,0,0,4403,0,29,1846,0,12,18517,-15,3,-47
18111,tgb,1716050,68950,0,tree,4,0,96,1840,16.625,38,1230,0,162,12890,33,-2,-38
18112,tgb,1716050,101950,0,tree,0,1,0,1783,17,47,2076,0,232,20553,53,-3,99
18113,tgb,1716050,176900,0,tree,48,0,52,3000,17.9375,35,980,0,101,16690,-140,0,-4
18114,tgb,1716150,133570,0,tree,14,0,29,3080,24,40,1375,0,16,18527,57,0,-1
18115,tgb,1716160,16160,0,tree,100,0,0,2372,6,32,1926,0,363,11689,20,-1,128
18116,tgb,1716175,16700,0,tree,87,0,6,2536,7.0625,32,1908,0,361,20769,21,0,-137
18117,tgb,1716175,48350,0,tree,0,0,100,2119,7,32,1574,0,350,21219,-8,-2,67
18118,tgb,1716200,16320,0,tree,100,0,0,2426,6.75,32,1921,0,278,13971,21,-1,24
10811,tgb,1561270,95310,0,tree,41,0,27,3012,17,33,1166,0,117,19518,-176,0,-20
18119,tgb,1716225,150020,0,tree,72,0,27,2616,16,40,1461,0,244,11860,50,-1,137
18120,tgb,1716270,182770,0,tree,48,0,27,2924,16.75,35,1022,0,236,21889,-213,0,167
18121,tgb,1716350,16575,0,tree,83,0,17,2689,7,32,1894,0,362,20589,18,0,-168
18122,tgb,1716360,16525,0,tree,100,0,0,2694,7,32,1894,0,383,10195,23,0,-162
18123,tgb,1716400,115800,0,tree,2,0,73,2315,12,46,1978,0,210,13360,38,-2,1
18124,tgb,1716440,16460,0,tree,96,0,4,2804,7,32,1884,0,424,8808,24,0,-231
18125,tgb,1716450,115700,0,tree,10,0,64,2220,12,47,2012,0,250,11995,38,-2,60
18126,tgb,1716450,172850,0,tree,29,0,27,3158,18.75,35,926,0,3,18394,-212,0,-14
18127,tgb,1716540,16350,0,tree,100,0,0,2781,7,32,1886,0,381,12893,22,0,136
18128,tgb,1716550,121650,0,tree,8,0,79,2098,12.0625,47,2035,0,222,21841,38,-2,25
10812,tgb,1561300,99950,0,tree,31,1,68,2767,11.5,34,1328,0,493,8996,34,0,-118
18129,tgb,1716675,16225,0,tree,100,0,0,2775,7,32,1887,0,383,13510,22,0,-71
18130,tgb,1716700,15875,0,tree,87,0,12,2784,6.8125,32,1891,0,390,12411,23,0,-294
18131,tgb,1716750,15810,0,tree,100,0,0,2778,6.25,32,1892,0,391,11469,20,0,97
18132,tgb,1716800,15890,0,tree,100,0,0,2870,7,32,1884,0,361,11983,23,0,-157
18133,tgb,1716800,169450,0,tree,23,0,39,3244,17,35,905,0,4,18526,-230,0,-13
18134,tgb,1716830,16090,0,tree,73,0,2,2837,7,32,1884,0,316,14565,22,0,-56
18135,tgb,1716850,115975,0,tree,0,0,100,2167,12,47,2025,0,242,13973,37,-2,49
18136,tgb,1716925,144270,0,tree,10,0,83,2573,24,41,1517,0,68,16800,77,-1,7
18137,tgb,1716950,15700,0,tree,100,0,0,2855,6,32,1885,0,370,11214,20,0,137
18138,tgb,1716950,144210,0,tree,8,0,92,2545,23.5,41,1535,0,98,15847,76,-1,26
10813,tgb,1561370,99500,0,tree,2,0,98,2351,11.5625,36,1545,0,476,8174,37,-1,-178
18139,tgb,1717050,-4050,0,tree,94,0,0,3509,7,31,1911,0,318,20317,12,1,-52
18140,tgb,1717050,43950,0,tree,0,0,100,2260,6.375,32,1689,0,456,7152,21,-1,199
18141,tgb,1717050,67950,0,tree,17,0,39,1419,7,38,1293,0,222,12224,33,-4,-49
18142,tgb,1717050,103950,0,tree,23,1,52,1910,9.5,47,2074,0,200,11860,24,-3,-71
18143,tgb,1717050,139950,0,tree,31,0,68,2831,24,40,1428,0,85,19058,65,0,2
18144,tgb,1717050,155950,0,tree,17,0,83,2669,24,39,1396,0,112,19067,49,-1,10
18145,tgb,1717100,15760,0,tree,100,0,0,3032,7,31,1870,0,332,11718,21,0,-20
18146,tgb,1717235,170400,0,tree,33,0,35,3127,17,35,960,0,119,20849,-233,0,6
18147,tgb,1717300,114520,0,tree,37,1,12,2277,12,46,1998,0,316,22851,39,-2,-27
18148,tgb,1717400,170450,0,tree,25,0,75,3070,22.6875,35,984,0,49,17913,-138,0,36
10814,tgb,1561510,83320,0,tree,50,0,6,2962,22.5,32,1031,0,121,15588,-92,0,32
18149,tgb,1717450,115750,0,tree,0,1,94,2093,12,47,2043,0,209,14333,39,-2,-136
18150,tgb,1717470,115700,0,tree,0,1,100,2057,12,47,2053,0,168,13242,39,-2,-140
18151,tgb,1717475,151390,0,tree,62,0,37,2838,16.625,39,1327,0,201,15586,30,0,262
18152,tgb,1717550,115900,0,tree,0,1,100,2073,12,47,2047,0,167,16465,37,-2,-4
